LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,TEST_NO,FIELD_SET,LOC_NO,SAMPLE_NO,MR_MATL_TYPE,MAX_DRY_DENSITY,COMP_MOIST_CONT,COMP_DRY_DENSITY,CONSTRUCTION_NO
N340,1,3739,48,1,2,1,TP1,BS55,2,,12.19999981,1499.300049,1
804,2,804,49,2,1,2,BA263,BS263,2,2034.300049,10.60000038,1936.199951,2
1005,1,1005,49,1,2,1,TP1,BS92,2,,7.800000191,1694.800049,1
120,1,116,48,1,2,1,B10,BS10,2,1712.300049,14.5,1625.400024,1
121,1,119,48,1,2,1,B3,BS03,2,1715.5,14,1633.900024,1
121,1,167,48,1,2,1,B5,BS05,2,1709.099976,13.30000019,1626.900024,1
122,1,164,48,1,2,1,B6,BS06,2,1694.699951,12.10000038,1616.400024,1
122,1,167,48,1,2,1,B5,BS05,2,1709.099976,13.30000019,1626.900024,1
123,1,117,48,1,2,1,B8,BS08,2,1729.900024,13.39999962,1643,1
123,1,121,48,1,2,1,B4,BS04,2,1717.099976,13.5,1634,1
123,1,123,48,1,2,1,B9,BS09,2,1752.400024,10.89999962,1667.699951,1
123,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
124,1,119,48,1,2,1,B3,BS03,2,1715.5,14,1633.900024,1
124,1,123,48,1,2,1,B9,BS09,2,1752.400024,10.89999962,1667.699951,1
124,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
160,1,160,48,1,2,1,B1,BS01,2,1832.5,11.60000038,1718,1
161,1,113,48,1,2,1,B7,BS07,2,1697.900024,13.30000019,1614.800049,1
161,1,117,48,1,2,1,B8,BS08,2,1729.900024,13.39999962,1643,1
162,1,119,48,1,2,1,B3,BS03,2,1715.5,14,1633.900024,1
163,1,117,48,1,2,1,B8,BS08,2,1729.900024,13.39999962,1643,1
163,1,121,48,1,2,1,B4,BS04,2,1717.099976,13.5,1634,1
165,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
165,3,164,48,3,2,1,B16,BG16,1,1994.199951,10.10000038,1889.300049,1
166,1,160,48,1,2,1,B1,BS01,2,1832.5,11.60000038,1718,1
166,2,120,48,2,1,6,BAX03,BGX03,1,1874.199951,14.10000038,1735.5,3
B959,1,1007,4,1,2,1,TP1,BS91,2,2018.300049,8.899999619,1946.400024,1
C350,1,1017,4,1,1,1,BA*,BS**,2,2050.300049,9.300000191,1974.199951,2
113,2,114,5,2,1,5,BA*,BG**,1,2194.5,5.599999905,2116.5,1
213,1,224,5,1,2,4,BA*,BS**,1,2146.5,7.400000095,2083.300049,4
224,1,224,5,1,2,4,BA*,BS**,1,2146.5,7.400000095,2083.300049,4
5803,1,5803,5,1,1,1,BA*,BS**,2,,10.30000019,1875.800049,1
5803,2,5803,5,2,2,1,BA*,BG**,2,,9,1891.800049,1
A410,3,4021,5,3,1,1,BA1,BG01,1,,6.599999905,2093.600098,1
A430,3,4021,5,3,2,1,BA*,BG**,1,,7.5,2082.399902,1
3055,1,3055,19,1,2,1,TP*,BS**,2,1970.300049,11.19999981,2000.300049,1
A410,2,3055,19,2,1,1,BA*,BG**,1,2242.600098,5.900000095,2100.5,1
B410,2,3009,19,2,1,1,BA*,BG**,2,2066.399902,7.199999809,1953,1
B430,1,3009,19,1,2,1,BA*,BS**,2,1954.300049,10,1853.400024,1
103,1,103,20,1,2,2,BA325,BS316,2,1874.199951,13,1774.199951,2
103,2,159,20,2,2,2,BAX15,BGX15,2,1838.900024,16.10000038,1750.599976,2
107,1,103,20,1,2,2,BA325,BS316,2,1874.199951,13,1774.199951,2
109,4,105,20,4,2,1,B15,BG04,1,2210.5,6.599999905,2154.800049,1
112,2,159,20,2,2,2,BAX15,BGX15,2,1838.900024,16.10000038,1750.599976,2
802,1,859,37,1,2,1,B3,BS03,2,1665.900024,14,1541,1
1817,1,1817,37,1,1,1,BA*,BS**,2,,15.69999981,1683.5,1
508,1,502,40,1,1,1,BA3,BS03,2,1826.099976,13.89999962,1737.900024,1
509,1,504,40,1,1,1,BA6,BS06,2,1810.099976,14.10000038,1719,1
560,1,504,40,1,1,1,BA5,BS05,2,1810.099976,14,1716.300049,1
4157,1,4157,40,1,1,1,BA*,BS**,2,,10.60000038,1810.099976,1
5021,1,5021,40,1,1,1,BA*,BS**,1,,12.69999981,1805.300049,1
7019,1,7019,41,1,1,1,BA*,BS**,2,1858.099976,12.5,1812.199951,1
214,1,216,4,1,2,1,B306,BS06,2,2018.300049,9.5,1900.300049,1
214,1,223,4,1,2,1,B308,BS08,2,2082.399902,9.100000381,1957,1
214,2,214,4,2,2,1,B302,BG02,1,2226.600098,8.800000191,2059.300049,1
214,2,262,4,2,2,1,B312,BG12,1,2226.600098,5.699999809,2096.100098,1
215,1,216,4,1,2,1,B306,BS06,2,2018.300049,9.5,1900.300049,1
215,2,215,4,2,2,1,B307,BG07,1,2242.600098,7.099999905,2116.699951,1
215,2,262,4,2,2,1,B312,BG12,1,2226.600098,5.699999809,2096.100098,1
216,2,224,4,2,2,1,B305,BG05,1,2242.600098,5.699999809,2113.800049,1
216,2,262,4,2,2,1,B312,BG12,1,2226.600098,5.699999809,2096.100098,1
217,1,223,4,1,2,1,B308,BS08,2,2082.399902,9.100000381,1957,1
218,1,263,4,1,2,1,B313,BS13,2,1970.300049,10.5,1842.699951,1
221,1,217,4,1,2,1,B309,BS09,2,1986.300049,11.10000038,1879.199951,1
221,2,224,4,2,2,1,B305,BG05,1,2242.600098,5.699999809,2113.800049,1
223,1,213,4,1,2,1,B311,BS11,2,2002.300049,10.89999962,1894.099976,1
3010,1,3010,49,1,1,1,BA*,BS**,2,1906.099976,11.19999981,1862.599976,1
3015,1,3015,49,1,1,1,BA*,BS**,2,1906.099976,9.5,1824.400024,1
A350,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
B361,2,1017,49,2,2,1,TP1,BG92,2,,15.69999981,1831.199951,2
C320,1,1006,49,1,2,1,TP1,BS92,2,,8.899999619,2076.800049,1
C331,1,1006,49,1,1,1,BA*,BS**,2,2050.300049,11,1975.5,1
C351,1,1006,49,1,2,1,TP1,BS92,2,,8.899999619,2076.800049,1
C352,1,1006,49,1,2,1,TP1,BS92,2,,8.899999619,2076.800049,1
C361,1,1006,49,1,2,1,TP1,BS92,2,,8.899999619,2076.800049,1
D410,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D431,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D440,1,7086,49,1,2,1,TP1,BS91,2,1906.099976,12.5,1811.199951,1
D444,1,7086,49,1,2,1,TP1,BS91,2,1906.099976,12.5,1811.199951,1
D445,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D446,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D454,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D459,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D460,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
1682,1,1682,50,1,2,1,BA*,BS**,2,,9.5,2016.699951,1
101,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
101,3,159,10,3,2,1,B17,BG03,1,2354.699951,6.199999809,2285.699951,1
102,1,107,10,1,2,1,B8,BS08,2,1866.099976,9.600000381,1789.800049,1
103,1,102,10,1,1,1,B2,BS02,2,1957.400024,9.699999809,1853.900024,1
103,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
103,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
104,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
104,1,108,10,1,1,1,B5,BS05,2,1919,10.80000019,1819.699951,1
104,2,104,10,2,2,2,BAX09,BSX09,1,2050.399902,7.099999905,1914.900024,2
105,1,112,10,1,2,1,B4,BS04,2,1997.400024,10.30000019,1905.400024,1
105,1,112,10,1,1,1,B11,BS11,2,2026.300049,8,1924,1
106,2,104,10,2,2,2,BAX09,BSX09,1,2050.399902,7.099999905,1914.900024,2
107,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
107,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
108,2,108,10,2,2,2,BAX04,BSX04,2,1874.199951,10,1778.400024,2
109,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
B430,2,4019,5,2,2,1,BA*,BG**,2,,11.89999962,1670.699951,1
201,1,202,6,1,2,1,B11,BS11,2,1826.099976,10.5,1730.699951,1
201,1,211,6,1,1,1,B7,BS07,2,1906.199951,8.699999809,1786.400024,1
201,2,212,6,2,1,1,B15,BG15,1,2178.5,8.699999809,2101,1
202,2,211,6,2,1,1,B40,BG40,1,2226.600098,6.099999905,2168.699951,1
203,2,202,6,2,2,1,B11,BG11,1,2178.5,7.400000095,2130.699951,1
203,2,211,6,2,1,1,B40,BG40,1,2226.600098,6.099999905,2168.699951,1
204,1,211,6,1,1,1,B7,BS07,2,1906.199951,8.699999809,1786.400024,1
205,1,202,6,1,2,1,B11,BS11,2,1826.099976,10.5,1730.699951,1
205,1,204,6,1,2,1,B12,BS12,2,1842.099976,10,1728.400024,1
209,1,211,6,1,1,1,B7,BS07,2,1906.199951,8.699999809,1786.400024,1
210,2,212,6,2,1,1,B15,BG15,1,2178.5,8.699999809,2101,1
211,1,204,6,1,2,1,B12,BS12,2,1842.099976,10,1728.400024,1
501,2,502,6,2,2,1,TP1,BG92,1,2002.300049,10.10000038,1941.099976,1
501,2,507,6,2,2,1,TP2,BG92,1,2018.300049,9.699999809,1967.5,1
502,2,560,6,2,1,1,BA8,BG02,1,2098.399902,8.300000191,2039.599976,1
503,1,561,6,1,2,1,TP3,BS93,2,1954.300049,10,1836.900024,1
503,2,505,6,2,1,1,BA4,BG02,1,2034.300049,8.800000191,1988.800049,1
504,2,502,6,2,2,1,TP1,BG92,1,2002.300049,10.10000038,1941.099976,1
504,2,561,6,2,2,1,TP3,BG91,1,2050.399902,8.199999809,1984.300049,1
505,1,507,6,1,2,1,TP2,BS93,2,1954.300049,11,1855.900024,1
1001,1,1001,26,1,7,1,TP*,BS**,2,1698,15.60000038,1614.599976,1
1013,2,1013,26,2,2,1,TP*,BG**,1,1730,12.19999981,1633.599976,2
6016,2,6016,26,2,2,1,TP*,BG**,1,1858.099976,5.599999905,1824,1
A310,2,1013,26,2,2,1,TP*,BG**,1,1730,12.19999981,1633.599976,2
A320,3,1013,26,3,2,1,TP*,BG**,1,2194.5,3.900000095,1984.699951,2
A321,2,1013,26,2,2,1,TP*,BG**,1,1730,12.19999981,1633.599976,2
A330,2,1013,26,2,2,1,TP*,BG**,1,1730,12.19999981,1633.599976,2
A340,3,1013,26,3,1,1,BA*,BG**,1,2226.600098,4.699999809,1994.5,2
1992,1,1992,37,1,2,1,A2,TS01,2,,24,1489.699951,1
1992,3,1992,37,3,2,1,TP1,BG55,1,,6.699999809,2189.699951,1
5037,1,5037,37,1,2,1,BA*,BS**,2,,16.20000076,1731.599976,1
5037,2,5037,37,2,1,1,BA2,BG02,1,,9.300000191,2077.600098,1
261,2,260,4,2,2,1,B318,BG18,1,2210.5,6.900000095,2060.899902,1
262,1,216,4,1,2,1,B306,BS06,2,2018.300049,9.5,1900.300049,1
262,2,214,4,2,2,1,B302,BG02,1,2226.600098,8.800000191,2059.300049,1
264,2,221,4,2,2,1,B310,BG10,1,2226.600098,6,2065.300049,1
266,1,267,4,1,2,1,B316,BS16,2,2002.300049,10.89999962,1860.5,1
501,1,504,4,1,1,1,TP1,BS92,2,2146.5,7,2024.699951,1
501,2,508,4,2,1,3,BA261,BG261,1,2162.5,5.699999809,2034.599976,5
503,2,509,4,2,1,1,B*,BG**,1,2210.5,5.400000095,2030,1
504,2,508,4,2,1,3,BA261,BG261,1,2162.5,5.699999809,2034.599976,5
505,1,502,4,1,1,1,TP2,BS92,2,2050.399902,7.699999809,1938.900024,1
505,1,509,4,1,1,1,B*,BS**,2,2082.399902,7.800000191,1973,1
506,1,509,4,1,1,1,B*,BS**,2,2082.399902,7.800000191,1973,1
507,1,504,4,1,1,1,TP1,BS92,2,2146.5,7,2024.699951,1
508,2,509,4,2,1,1,B*,BG**,1,2210.5,5.400000095,2030,1
559,2,508,4,2,1,3,BA261,BG261,1,2162.5,5.699999809,2034.599976,5
559,2,509,4,2,1,1,B*,BG**,1,2210.5,5.400000095,2030,1
560,2,508,4,2,1,3,BA261,BG261,1,2162.5,5.699999809,2034.599976,5
604,1,604,4,1,2,1,B*,BS**,2,2082.399902,7.900000095,1977.099976,1
606,2,603,4,2,2,1,B*,BG**,1,2194.5,5.699999809,2106.5,1
607,3,603,4,2,2,1,B*,BG**,1,2194.5,5.699999809,2106.5,1
607,3,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
667,2,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
668,2,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
559,1,559,23,1,2,1,TP2,BS56,2,2178.399902,6.800000191,2111.600098,1
559,2,506,23,2,2,1,TP1,BG56,2,2075.899902,7.300000191,1963.5,1
1012,2,1012,23,2,1,1,BA*,BG**,2,,9.300000191,1909.400024,1
3013,1,3013,23,1,2,1,BA*,BS**,2,,6.199999809,1840.5,1
3013,2,3013,23,2,1,1,BA*,BG**,2,,6.599999905,1814.900024,1
109,2,108,10,2,2,2,BAX04,BSX04,2,1874.199951,10,1778.400024,2
110,1,103,10,1,2,1,B10,BS10,2,1922.199951,8.899999619,1821.699951,1
110,1,108,10,1,1,1,B5,BS05,2,1919,10.80000019,1819.699951,1
110,2,111,10,2,2,2,BAX08,BSX08,2,1954.300049,9.399999619,1849.599976,2
112,1,104,10,1,1,1,B7,BS07,2,1891.699951,9.699999809,1781.800049,1
112,1,112,10,1,1,1,B11,BS11,2,2026.300049,8,1924,1
112,2,111,10,2,2,2,BAX08,BSX08,2,1954.300049,9.399999619,1849.599976,2
159,1,102,10,1,1,1,B2,BS02,2,1957.400024,9.699999809,1853.900024,1
159,1,103,10,1,1,1,B3,BS03,2,1856.5,12.80000019,1779,1
159,1,107,10,1,2,1,B8,BS08,2,1866.099976,9.600000381,1789.800049,1
159,1,112,10,1,2,1,B4,BS04,2,1997.400024,10.30000019,1905.400024,1
159,3,102,10,3,2,1,B15,BG01,1,2354.699951,6.400000095,2240.5,1
160,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
160,2,160,10,2,2,2,BAX07,BSX07,2,1928.599976,9.100000381,1829.699951,2
201,1,212,10,1,1,2,B2,BG02,2,1922.199951,8.399999619,1831.400024,1
201,3,201,10,3,2,2,B15,BG09,1,2338.699951,6.5,2245.699951,1
202,1,202,10,1,1,2,B3,BG03,2,1813.199951,9.699999809,1740.199951,1
203,2,210,10,2,1,5,BA307,BS311,2,1992.699951,8.899999619,1893.099976,4
203,3,202,10,3,1,6,BA310,BG310,1,2290.600098,5.900000095,2206.699951,1
204,3,201,10,3,2,2,B15,BG09,1,2338.699951,6.5,2245.699951,1
205,1,207,10,1,1,1,B10,BS04,2,2013.5,10,1921.699951,1
207,2,212,10,2,1,6,BA303,BS305,2,1983.099976,10.19999981,1882.5,2
208,2,211,10,2,1,7,BA312,BS320,2,2076,6.900000095,1973.800049,1
B330,2,1002,29,2,1,1,BA*,BG**,1,2242.600098,7.300000191,2074.699951,1
B350,2,1002,29,2,2,1,TP*,BG**,1,2178.5,7.300000191,2056.899902,1
B351,2,1002,29,2,2,1,TP*,BG**,1,2178.5,7.300000191,2056.899902,1
113,1,113,30,1,2,1,B7,BS07,2,1617.900024,14,1537.400024,1
113,1,117,30,1,2,1,B9,BS09,2,1778,12.69999981,1683.599976,1
114,1,119,30,1,2,1,B5,BS05,2,1730,13,1632.5,1
116,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
117,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
117,2,117,30,2,2,1,B14,BG14,1,2274.600098,5.400000095,2216.800049,1
118,2,121,30,2,2,1,B15,BG15,1,2290.600098,5.599999905,2215.699951,1
119,1,119,30,1,2,1,B5,BS05,2,1730,13,1632.5,1
120,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
120,1,119,30,1,2,1,B5,BS05,2,1730,13,1632.5,1
121,1,124,30,1,2,1,B10,BS10,2,1649.900024,14,1562.400024,1
121,2,117,30,2,2,1,B14,BG14,1,2274.600098,5.400000095,2216.800049,1
C330,1,1001,26,1,2,1,TP*,BS**,2,1698,15.69999981,1655.699951,1
C330,1,1001,26,1,7,1,TP*,BS**,2,1698,15.60000038,1614.599976,1
C350,1,1001,26,1,7,1,TP*,BS**,2,1698,15.60000038,1614.599976,1
C350,2,1001,26,2,2,1,TP*,BG**,1,2194.5,3.200000048,2115.399902,1
C351,1,1001,26,1,2,1,TP*,BS**,2,1698,15.69999981,1655.699951,1
503,3,503,27,3,1,3,BAX09,BGX09,1,2226.600098,6.099999905,2059.800049,4
504,1,504,27,1,2,1,BAX02,BSX02,2,1845.300049,13.30000019,1741.699951,5
701,2,704,27,2,1,1,TP2,BG16,2,1746,12.5,1650.199951,1
702,2,701,27,2,2,1,TP1,BG14,2,2002.300049,9.899999619,1871.699951,1
759,1,701,27,1,2,1,TP1,BS01,2,1890.199951,13.30000019,1779.400024,1
759,1,709,27,1,2,1,TP3,BS03,2,1954.300049,11.10000038,1849.900024,1
1016,1,1016,27,1,2,1,TP*,BS**,2,1874.199951,4.5,1829.099976,1
1016,2,1016,27,2,2,1,TP*,BG**,1,2242.600098,3.799999952,2066.300049,1
1029,1,1029,27,1,2,1,TP*,BS**,2,1762,4.5,1729.599976,1
4054,1,4054,27,1,1,1,BA*,BS**,2,1986.300049,8,1884.300049,1
5076,2,5076,27,2,1,1,BA*,BG**,1,2162.5,6,2030.800049,1
6251,1,6251,27,1,2,1,TP*,BS**,2,1890.199951,7.400000095,1853,1
A320,1,1016,27,1,2,1,TP*,BS**,2,1874.199951,4.5,1829.099976,1
A320,2,1016,27,2,1,1,BA*,BG**,1,2226.600098,3.700000048,2057,1
A350,2,1016,27,2,1,1,BA*,BG**,1,2226.600098,3.700000048,2057,1
B320,1,6251,27,1,2,1,TP*,BS**,2,1890.199951,7.400000095,1853,1
3801,1,3801,39,1,2,1,BA*,BS**,2,1906.199951,10.69999981,1797.900024,1
B411,1,3801,39,1,2,1,BA*,BS**,2,1906.199951,10.69999981,1797.900024,1
B411,1,3801,39,1,1,1,BA*,BS**,2,1954.300049,11,1862.300049,1
B430,1,3801,39,1,1,1,BA*,BS**,2,1954.300049,11,1862.300049,1
114,1,116,40,1,2,1,B2,BS02,2,1762,14.60000038,1690.099976,1
114,1,123,40,1,2,1,B6,BS06,2,1882.099976,11.80000019,1811.400024,1
114,3,117,40,3,2,2,B8,BG02,1,2226.600098,5.699999809,2150.600098,1
116,1,116,40,1,2,1,B2,BS02,2,1762,14.60000038,1690.099976,1
116,1,123,40,1,2,1,B6,BS06,2,1882.099976,11.80000019,1811.400024,1
503,3,504,23,3,1,3,BAX02,BGX02,1,2178.5,7,2026.300049,3
504,1,504,23,1,2,3,BA302,BS302,1,2098.399902,6.099999905,1942.800049,3
504,3,504,23,3,1,3,BAX02,BGX02,1,2178.5,7,2026.300049,3
507,3,503,23,3,2,3,BAX01,BGX01,1,2178.5,6.300000191,2012.199951,3
508,3,504,23,3,1,3,BAX02,BGX02,1,2178.5,7,2026.300049,3
1012,1,1012,23,1,2,1,TP1,BS55,2,,14.69999981,1696.400024,1
122,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
124,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
502,1,506,30,1,2,3,BA262,BS262,2,1954.300049,11.30000019,1876.5,3
502,1,508,30,1,2,3,BA272,BS272,2,2002.300049,11.30000019,1906.699951,3
505,2,508,30,2,2,3,BA272,BG272,1,2276.199951,6.199999809,2142.399902,3
506,2,506,30,2,1,1,B*,BG**,1,2226.600098,6.900000095,2153.800049,1
506,2,508,30,2,1,1,TP1,BG92,1,2258.600098,7.099999905,2164.199951,1
508,1,7066,30,1,1,1,BA*,BS**,2,1890.099976,11.80000019,1797.800049,1
508,2,506,30,2,2,3,BA262,BG262,1,2244.199951,6.300000191,2098,3
509,1,504,30,1,2,3,BA268,BS268,2,1986.300049,12,1882.099976,3
560,2,508,30,2,2,3,BA272,BG272,1,2276.199951,6.199999809,2142.399902,3
3018,1,3018,31,1,1,1,BA*,BS**,2,1922.199951,6.5,1848.5,1
1002,2,1002,29,2,2,1,TP*,BG**,1,2178.5,7.300000191,2056.899902,1
1008,2,1008,29,2,1,1,BA*,BG**,1,2290.600098,4.800000191,2117.5,1
6067,2,6067,29,2,2,1,TP*,BS**,1,2306.699951,5.400000095,2181.600098,1
6035,3,6035,35,3,2,1,TP1,BG55,1,,10,2060,1
6401,3,6401,35,3,2,1,TP1,BG**,1,,4.800000191,2141.699951,1
802,1,802,36,1,2,4,BAX06,BSX06,2,2130.5,6.900000095,2024.400024,1
B352,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
B354,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
801,1,801,37,1,1,2,BAX02,BSX02,2,1794.099976,12.10000038,1701.5,1
802,2,859,37,2,2,1,B6,BG03,1,2226.600098,5.5,2173.199951,1
859,1,802,37,1,2,2,BAX04,BSX04,2,1986.300049,8.100000381,1881.400024,1
859,1,859,37,1,2,1,B3,BS03,2,1665.900024,14,1541,1
3008,1,3008,37,1,2,1,BA*,BS**,2,,10.89999962,1829.300049,1
3807,1,3807,37,1,1,1,BA*,BS**,2,,11.19999981,1786.099976,1
117,1,116,40,1,2,1,B2,BS02,2,1762,14.60000038,1690.099976,1
118,3,120,40,3,2,2,B9,BG03,1,2194.5,6.800000191,2134.100098,1
119,3,114,40,3,2,2,B7,BG01,1,2210.5,7,2133,1
119,3,120,40,3,2,2,B9,BG03,1,2194.5,6.800000191,2134.100098,1
120,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
160,1,120,40,1,2,1,B5,BS05,2,1797.199951,13.60000038,1730.800049,1
503,1,502,40,1,1,1,BA2,BS02,2,1826.099976,14,1734.599976,1
504,1,504,40,1,1,1,BA4,BS04,2,1810.099976,14.19999981,1711.400024,1
507,1,504,40,1,1,1,BA4,BS04,2,1810.099976,14.19999981,1711.400024,1
508,1,502,40,1,1,1,BA1,BS01,2,1826.099976,12.5,1738.699951,1
4164,1,4164,40,1,1,1,BA*,BS**,2,,9.5,1859.699951,1
7019,1,7019,41,1,2,1,BA*,BS**,2,1810,14.69999981,1732.300049,1
1613,1,1613,42,1,2,1,BA*,BS**,2,,9.100000381,1861.300049,1
1614,1,1614,42,1,1,1,BA*,BS**,2,,9.800000191,1917.400024,2
1617,1,1617,42,1,2,1,BA*,BS**,2,,11.89999962,1816.5,1
1627,1,1627,42,1,2,1,BA*,BS**,2,,8.5,1984.699951,1
7025,1,7025,42,1,2,1,BA*,BS**,2,,10.10000038,1970.300049,1
7025,2,7025,42,2,2,1,BA*,BG**,2,,5.5,2023.099976,1
A330,2,1605,42,2,2,1,TP1,BG55,1,,4.599999905,2180.100098,1
A340,1,1605,42,1,2,1,TP1,BS55,2,,17.89999962,1726.800049,1
A350,1,1605,42,1,1,1,BA2,BS02,2,,10.69999981,1842.099976,1
B310,2,1002,29,2,1,1,BA*,BG**,1,2242.600098,7.300000191,2074.699951,1
113,2,113,30,2,2,1,B13,BG13,1,2258.600098,5.5,2176.699951,1
114,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
114,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
118,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
119,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
119,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
120,1,113,30,1,2,1,B7,BS07,2,1617.900024,14,1537.400024,1
120,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
120,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
121,1,119,30,1,2,1,B5,BS05,2,1730,13,1632.5,1
122,1,117,30,1,2,1,B9,BS09,2,1778,12.69999981,1683.599976,1
123,1,117,30,1,2,1,B9,BS09,2,1778,12.69999981,1683.599976,1
123,1,124,30,1,2,1,B10,BS10,2,1649.900024,14,1562.400024,1
1417,1,1417,51,1,1,1,BA*,BS**,2,,17,1597,1
5009,1,5009,51,1,2,1,BA*,BS**,2,,11.5,1893.400024,1
B330,1,6251,27,1,2,1,TP*,BS**,2,1890.199951,7.400000095,1853,1
C330,1,1028,27,1,2,1,TP*,BS**,2,1938.199951,5.099999905,1956.599976,1
C350,1,1028,27,1,2,1,TP*,BS**,2,1938.199951,5.099999905,1956.599976,1
D340,2,1019,27,2,2,1,TP*,BG**,1,2274.600098,3.200000048,2109.899902,1
1802,2,1802,28,2,2,1,TP1,BG55,2,,7.199999809,1989.5,1
3093,1,3093,28,1,1,1,BA*,BS**,2,,12.69999981,1709.199951,2
5805,1,5805,28,1,1,1,BA*,BS**,2,,10.89999962,1741.199951,1
5805,2,5805,28,2,2,1,BA*,BG**,2,,7.300000191,1866.199951,1
A320,2,1802,28,2,1,1,BA*,BG**,2,,6.5,1936.599976,1
501,1,506,29,1,2,3,BAX04,BSX04,2,1698,17.70000076,1621.199951,2
504,1,506,29,1,2,3,BAX04,BSX04,2,1698,17.70000076,1621.199951,2
504,2,502,29,2,1,1,BA*,BG**,1,2306.699951,4.900000095,2220.600098,1
505,2,506,29,2,1,3,BAX03,BGX03,1,2290.600098,4.599999905,2138.300049,2
507,2,502,29,2,1,1,BA*,BG**,1,2306.699951,4.900000095,2220.600098,1
508,1,506,29,1,1,3,BAX06,BSX06,2,1810.099976,14.89999962,1721.5,2
508,1,509,29,1,2,3,BAX05,BSX05,2,1794.099976,15.19999981,1704.900024,2
508,2,506,29,2,1,3,BAX03,BGX03,1,2290.600098,4.599999905,2138.300049,2
509,1,506,29,1,2,3,BAX04,BSX04,2,1698,17.70000076,1621.199951,2
1623,1,1623,42,1,2,1,BA5,BS03,2,,13.10000038,1818.099976,1
7037,2,7037,42,2,2,1,BA5,BG05,2,,7.199999809,1983.099976,1
9027,1,9027,42,1,2,1,BA*,BS**,2,,10.80000019,1922.199951,1
A310,1,1605,42,1,1,1,BA2,BS02,2,,10.69999981,1842.099976,1
A310,2,1605,42,2,2,1,TP1,BG55,1,,4.599999905,2180.100098,1
A340,2,1605,42,2,2,1,TP1,BG55,1,,4.599999905,2180.100098,1
1024,2,1024,45,2,2,1,TP1,BG55,1,,6.400000095,2069.600098,1
1025,2,1025,45,2,1,1,BA*,BG**,1,,7,2199.300049,1
5017,1,5017,45,1,2,1,BA*,BS**,2,,10.80000019,1717.199951,1
3010,1,3010,46,1,1,1,BA*,BS**,2,1922.199951,13.10000038,1930.400024,1
1029,1,1029,47,1,1,1,BA*,BS**,2,,13.80000019,1790.900024,1
9024,1,9024,47,1,1,1,BA*,BS**,1,,5.900000095,2178.5,1
9025,2,9025,47,2,1,1,BA*,BG**,1,,6.900000095,2225,1
B330,2,3075,47,2,2,1,TP1,BG55,1,,4.599999905,2218.600098,1
