LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001
1,205,259,20,1,1,7,B12,1,BS12,100,100,100,100,100,100,100,100,99,94,,77.59999847,,,
1,206,203,20,1,1,7,B1,1,BS01,100,100,100,100,100,100,100,99,97,75,64,62,42.09999847,23.79999924,
1,207,203,20,1,1,2,B1,1,BS01,100,100,100,100,100,100,99,97,93,73,65,62.5,35.5,24.20000076,
1,208,203,20,1,1,7,B1,1,BS01,100,100,100,100,100,100,100,99,97,75,64,62,42.09999847,23.79999924,
1,208,210,20,1,1,7,B6,1,BS06,100,100,100,100,100,99,95,92,83,79,76,71.30000305,,,
1,208,210,20,1,1,2,B6,1,BS06,100,100,100,100,100,100,97,91,88,83,80,77.59999847,47.5,24.70000076,
1,208,212,20,1,1,7,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,97,96.30000305,,,
1,208,212,20,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,100,100,98,95,93.5,71.59999847,42.40000153,
1,209,201,20,1,1,7,B2,1,BS02,100,100,100,100,100,100,100,100,100,96,92,92,,,
1,209,203,20,1,1,7,B1,1,BS01,100,100,100,100,100,100,100,99,97,75,64,62,42.09999847,23.79999924,
1,209,212,20,1,2,1,BAX07,2,BSX07,100,100,100,100,100,99,99,99,99,97,94,92.09999847,60,36.90000153,34.59999847
1,210,209,20,1,2,1,BAX09,2,BSX09,100,100,100,100,100,100,100,100,99,98,94,90.09999847,60.20000076,34.70000076,32.40000153
1,210,211,20,1,1,7,B11,1,BS11,100,100,100,100,100,100,100,100,100,99,94,92.59999847,,,
1,210,259,20,1,1,1,B12,1,BS12,100,100,100,100,100,100,100,98,98,93,82,76.90000153,48.20000076,29.89999962,
1,211,201,20,1,1,7,B2,1,BS02,100,100,100,100,100,100,100,100,100,96,92,92,,,
1,211,203,20,1,1,2,B1,1,BS01,100,100,100,100,100,100,99,97,93,73,65,62.5,35.5,24.20000076,
1,211,207,20,1,1,2,B4,1,BS04,100,100,100,100,100,100,100,100,99,96,84,78.09999847,45.40000153,30.89999962,
1,211,211,20,1,1,2,B11,1,BS11,100,100,100,100,100,100,100,100,100,99,96,93.19999695,49.59999847,29.20000076,
1,211,212,20,1,2,1,BAX07,2,BSX07,100,100,100,100,100,99,99,99,99,97,94,92.09999847,60,36.90000153,34.59999847
1,212,206,20,1,1,7,B3,1,BS03,100,100,100,100,100,100,100,100,100,91,84,84,,,
1,212,212,20,1,1,7,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,97,96.30000305,,,
1,212,259,20,1,1,1,B12,1,BS12,100,100,100,100,100,100,100,98,98,93,82,76.90000153,48.20000076,29.89999962,
1,1006,1006,20,1,1,1,BX01,1,BSX01,100,100,98,97,96,96,95,92,90,87,83,61.90000153,27.20000076,13.80000019,
1,3060,3060,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,100,100,99,98,94.90000153,61,30.60000038,
1,4052,4052,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,100,100,93,16,8.5,4.699999809,2.700000048,
1,7073,7073,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,100,100,90,35,15.30000019,10.89999962,7.800000191,
1,9037,9037,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,99,96,86,83,73.90000153,31.70000076,20.5,
1,A330,1005,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,98,97,95,86.80000305,64.5,41.40000153,
1,B330,1010,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,95,86,72.59999847,34.90000153,18.70000076,
1,B340,1010,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,81,63,52.20000076,25.10000038,13.39999962,
1,B350,1010,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,81,63,52.20000076,25.10000038,13.39999962,
1,6043,6043,21,1,1,1,BX02,2,BSX02,100,100,99,95,92,86,81,69,57,34,23,17.79999924,13.30000019,4.199999809,
1,A330,1010,21,1,1,1,BX02,2,BSX02,100,100,97,97,93,91,90,87,85,84,84,79.40000153,50.20000076,16.10000038,
1,A350,1010,21,1,1,1,BX02,2,BSX02,100,100,97,97,93,91,90,87,85,84,84,79.40000153,50.20000076,16.10000038,
1,A410,3016,21,1,1,1,BX04,1,BSX04,100,100,93,88,86,81,77,69,62,55,54,51.79999924,38.70000076,16,
1,B320,1034,21,1,1,1,BX01,1,BSX01,100,100,100,100,99,98,97,95,94,90,88,83.80000305,71.59999847,44.90000153,
1,113,117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,
1,116,124,22,1,1,2,B3,1,BS03,100,100,100,100,100,99.09999847,98.90000153,98.69999695,98.59999847,98.40000153,98.30000305,93.30000305,48.5,24.89999962,
2,116,117,22,2,1,2,B11,1,BG11,100,100,100,100,100,100,99.69999695,99.19999695,98.80000305,98.5,98,90.69999695,36,8.699999809,
2,121,119,22,2,1,2,B7,1,BG07,100,100,100,97.69999695,97.69999695,95.40000153,94.90000153,94.19999695,93.40000153,92.40000153,91.80000305,80.80000305,26.79999924,5.599999905,
1,124,117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,
2,124,124,22,2,1,2,B9,1,BG09,100,100,100,100,100,100,100,99.90000153,99.19999695,98.5,98.09999847,90,32.59999847,8.100000381,
1,704,705,22,1,1,2,BA2,1,BS02,100,100,100,100,100,100,100,100,100,99,99,99,75.5,45.20000076,40
1,707,705,22,1,1,2,BA2,1,BS02,100,100,100,100,100,100,100,100,100,99,99,99,75.5,45.20000076,40
1,501,502,23,1,1,2,BA3,1,BS03,87,83,81,78,74,67,65,58,49,30,20,10.10000038,4.699999809,1.899999976,1
1,501,508,23,1,1,2,BA6,1,BS06,100,100,100,92,86,76,73,58,46,28,19,11.5,6.800000191,2.200000048,1.5
1,504,508,23,1,1,2,BA6,1,BS06,100,100,100,92,86,76,73,58,46,28,19,11.5,6.800000191,2.200000048,1.5
1,504,508,23,1,1,2,BA4,1,BS04,100,100,100,89,85,75,70,57,47,28,20,12.10000038,6.5,2.200000048,1.100000024
1,505,508,23,1,1,2,BA5,1,BS05,100,100,100,92,86,75,70,58,49,33,21,12.39999962,6.300000191,2.099999905,1.600000024
1,506,506,23,1,1,2,TP1,1,BS55,100,97,89,83,78,70,67,59,52,31,18,7.300000191,2.799999952,0.200000003,
1,507,502,23,1,1,2,BA1,1,BS01,100,100,100,90,86,79,76,68,57,33,19,8.5,5.199999809,2,1.299999952
1,507,508,23,1,1,2,BA6,1,BS06,100,100,100,92,86,76,73,58,46,28,19,11.5,6.800000191,2.200000048,1.5
1,501,505,24,1,3,2,BAX01,3,BSX01,100,100,100,100,100,100,100,99,99,94,87,71.90000153,36.90000153,7.5,
1,501,509,24,1,1,2,BX02,1,BSX02,100,100,100,100,98,94,93,85,80,74,62,45.09999847,13,3,
1,501,560,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,98,95,89,84,78,72,13.5,11,3,
1,502,502,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,93,91,85,79,70,62,36.20000076,14,4,
1,502,560,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,98,95,89,84,78,72,13.5,11,3,
1,503,509,24,1,1,2,BX02,1,BSX02,100,100,100,100,98,94,93,85,80,74,62,45.09999847,13,3,
2,504,509,24,2,3,2,BAX06,5,BTX06,100,100,100,100,100,99,99,95,82,74,69,39.79999924,9.899999619,2.200000048,
1,505,502,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,93,91,85,79,70,62,36.20000076,14,4,
1,505,559,24,1,1,2,T2,1,BS56,100,100,100,91,83,75,73,67,63,58,50,9.5,8,2,
1,507,502,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,93,91,85,79,70,62,36.20000076,14,4,
1,507,507,24,1,3,1,BAX03,2,BSX03,100,100,100,100,100,100,100,99,97,92,87,73.69999695,39.70000076,8.699999809,
1,508,507,24,1,1,2,T1,1,BS55,100,100,100,100,100,100,100,97,91,61,38,6.300000191,20,6,
2,508,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
1,509,509,24,1,3,2,BAX05,5,BSX05,100,100,100,100,100,100,99,95,91,87,80,47.79999924,21,4.199999809,
1,559,502,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,93,91,85,79,70,62,36.20000076,14,4,
1,559,559,24,1,1,2,T2,1,BS56,100,100,100,91,83,75,73,67,63,58,50,9.5,8,2,
1,559,560,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,98,95,89,84,78,72,13.5,11,3,
1,560,509,24,1,1,2,BX02,1,BSX02,100,100,100,100,98,94,93,85,80,74,62,45.09999847,13,3,
2,560,509,24,2,3,2,BAX06,5,BTX06,100,100,100,100,100,99,99,95,82,74,69,39.79999924,9.899999619,2.200000048,
2,561,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
2,561,509,24,2,3,2,BAX06,5,BTX06,100,100,100,100,100,99,99,95,82,74,69,39.79999924,9.899999619,2.200000048,
1,562,507,24,1,3,1,BAX03,2,BSX03,100,100,100,100,100,100,100,99,97,92,87,73.69999695,39.70000076,8.699999809,
1,562,507,24,1,1,2,T1,1,BS55,100,100,100,100,100,100,100,97,91,61,38,6.300000191,20,6,
2,562,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
1,962,2805,24,1,1,1,BX02,1,BSX02,100,98,97,92,90,82,75,59,44,43,43,42.29999924,12.89999962,4.5,3.099999905
1,1634,1634,24,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,100,99,98,98,98,97.90000153,10.80000019,5.800000191,5.800000191
1,2401,2401,24,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,95,88,73.40000153,58.90000153,35.29999924,35.09999847
1,1003,1003,25,1,1,2,TP1,2,BS55,100,97,92,87,83,78,74,67,59,30,14,7.099999905,1,0,0
1,114,120,26,1,1,2,B1,1,BS01,100,100,100,100,100,100,100,97,95,89,78,67.69999695,48,23.70000076,
1,115,118,26,1,1,1,B2,1,BS02,100,100,100,100,99,99,98,97,95,90,79,67.69999695,49.40000153,26,
1,116,118,26,1,1,1,B2,1,BS02,100,100,100,100,99,99,98,97,95,90,79,67.69999695,49.40000153,26,
1,117,120,26,1,1,2,B1,1,BS01,100,100,100,100,100,100,100,97,95,89,78,67.69999695,48,23.70000076,
1,118,115,26,1,1,2,B7,1,BS07,100,100,100,100,99,98,98,95,93,86,70,57.5,42.29999924,20.60000038,
1,120,119,26,1,1,2,B06,1,BS06,100,100,100,99,99,99,98,97,95,90,78,66.59999847,50.5,27.10000038,
1,121,118,26,1,1,1,B2,1,BS02,100,100,100,100,99,99,98,97,95,90,79,67.69999695,49.40000153,26,
1,123,115,26,1,1,2,B7,1,BS07,100,100,100,100,99,98,98,95,93,86,70,57.5,42.29999924,20.60000038,
1,124,119,26,1,1,2,B06,1,BS06,100,100,100,99,99,99,98,97,95,90,78,66.59999847,50.5,27.10000038,
1,213,215,26,1,1,2,B4A,1,BS04,100,100,100,100,100,100,99,98,96,87,77,64.69999695,60,32.5,
1,213,219,26,1,1,2,B7,1,BS07,100,100,100,100,100,99,99,97,93,86,76,65.30000305,50,25.5,
1,213,222,26,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99,95,87,80,72.69999695,57.40000153,29,
2,213,215,26,2,1,2,B4,1,BG04,100,100,100,96,96,95,94,92,90,85,78,69.80000305,44.5,19.10000038,
1,214,218,26,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,98,93,82,74,64.90000153,52.5,27.5,
2,214,220,26,2,1,1,B10,1,BG10,100,100,100,96,96,94,93,92,89,82,76,67.40000153,52,25,
2,214,222,26,2,1,7,B12,1,BG12,100,100,100,99,99,97,95,92,89,83,77,68,53.5,25,
2,215,215,26,2,1,2,B4,1,BG04,100,100,100,96,96,95,94,92,90,85,78,69.80000305,44.5,19.10000038,
2,215,219,26,2,1,2,B14,1,BG14,100,100,100,98,97,97,95,90,89,85,78,70,64,26.5,
1,216,259,26,1,1,7,B24,1,BS23,100,100,100,100,100,100,100,97,95,88,79,69.30000305,54,28.5,
2,216,213,26,2,1,2,B8,1,BG08,100,100,100,99,99,99,98,96,93,86,79,71,54.5,23,
2,216,218,26,2,1,2,B13,1,BG13,100,100,100,98,97,96,95,93,90,84,78,69,55,22.5,
2,216,222,26,2,1,7,B12,1,BG12,100,100,100,99,99,97,95,92,89,83,77,68,53.5,25,
1,217,219,26,1,1,2,B7,1,BS07,100,100,100,100,100,99,99,97,93,86,76,65.30000305,50,25.5,
1,217,222,26,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99,95,87,80,72.69999695,57.40000153,29,
2,217,219,26,2,1,2,B14,1,BG14,100,100,100,98,97,97,95,90,89,85,78,70,64,26.5,
2,217,259,26,2,1,2,B24,1,BG24,100,100,100,100,99,96,94,91,89,77,33,9.399999619,7,5.099999905,
1,218,213,26,1,1,2,B1,1,BS01,100,100,100,100,99,98,98,93,91,84,75,64,61.5,34.5,
1,218,220,26,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,99,96,89,78,63.40000153,44.5,28,
2,218,219,26,2,1,2,B14,1,BG14,100,100,100,98,97,97,95,90,89,85,78,70,64,26.5,
2,218,224,26,2,1,7,B9,1,BG09,100,100,100,99,98,98,97,96,92,85,77,68,55.5,27.5,
2,218,259,26,2,1,2,B24,1,BG24,100,100,100,100,99,96,94,91,89,77,33,9.399999619,7,5.099999905,
1,219,222,26,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99,95,87,80,72.69999695,57.40000153,29,
2,219,259,26,2,1,2,B24,1,BG24,100,100,100,100,99,96,94,91,89,77,33,9.399999619,7,5.099999905,
1,220,222,26,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99,95,87,80,72.69999695,57.40000153,29,
2,220,222,26,2,1,7,B12,1,BG12,100,100,100,99,99,97,95,92,89,83,77,68,53.5,25,
1,221,218,26,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,98,93,82,74,64.90000153,52.5,27.5,
1,221,219,26,1,1,2,B7,1,BS07,100,100,100,100,100,99,99,97,93,86,76,65.30000305,50,25.5,
1,221,222,26,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99,95,87,80,72.69999695,57.40000153,29,
1,221,259,26,1,1,7,B24,1,BS23,100,100,100,100,100,100,100,97,95,88,79,69.30000305,54,28.5,
2,221,224,26,2,1,2,B9,1,BG09,100,100,100,99,99,98,97,95,92,84,76,68.19999695,49.20000076,23,
2,221,259,26,2,1,2,B24,1,BG24,100,100,100,100,99,96,94,91,89,77,33,9.399999619,7,5.099999905,
2,224,222,26,2,1,2,B12,1,BG12,100,100,100,100,100,99,99,97,94,88,81,73.09999847,57.09999847,27.10000038,
1,259,259,26,1,1,2,B24,1,BS23,100,100,100,99,99,98,98,96,93,86,78,70.19999695,52.70000076,23.29999924,
2,259,213,26,2,1,2,B8,1,BG08,100,100,100,99,99,99,98,96,93,86,79,71,54.5,23,
1,1013,1013,26,1,1,2,TP1,2,BS55,100,100,100,100,99,97,96,90,83,57,7,4.800000191,5,2.200000048,
1,3069,3069,26,1,1,1,BX01,1,BSX01,100,100,98,95,93,88,86,78,71,44,8,4,2.200000048,1.200000048,
1,7072,7072,26,1,1,2,TP1,1,BS55,100,100,99,97,95,94,93,86,85,74,58,47,31.20000076,15.60000038,
1,A321,1013,26,1,1,1,BX03,2,BSX03,100,100,100,99,98,97,97,95,93,58,9,3.900000095,3.400000095,1.299999952,
1,B320,1012,26,1,1,1,BX03,1,BSX03,100,100,100,100,100,99,99,99,99,87,14,7,7.099999905,4.400000095,
1,B340,1012,26,1,1,2,TP1,1,BS55,100,100,100,100,99,99,99,99,98,94,68,58.90000153,53.5,35.90000153,
1,D340,1010,26,1,1,1,BX03,1,BSX03,100,100,100,100,100,99,99,96,93,85,67,51,34.40000153,16.20000076,
1,504,504,27,1,1,2,BAX02,5,BSX02,100,100,100,100,100,100,99,98,95,83,66,52,38.79999924,23.60000038,20.79999924
1,704,704,27,1,1,1,TP2,1,BS02,100,100,100,100,100,100,99,99,99,96,86,65.40000153,18.29999924,9.300000191,
1,707,701,27,1,1,2,TP1,1,BS01,100,100,100,99,99,99,98,98,97,92,78,48.79999924,30.79999924,17.70000076,
1,1016,1016,27,1,1,1,BA1,1,BS01,100,100,100,99,99,97,96,93,87,44,12,6.800000191,4.199999809,1.600000024,
1,4050,4050,27,1,1,2,TP1,1,BS55,100,97,97,96,95,93,92,90,84,51,24,12.80000019,7.900000095,3.599999905,2.700000048
1,4055,4055,27,1,1,1,BA1,1,BS01,100,100,100,100,100,99,98,93,84,45,18,8.699999809,5.599999905,2.599999905,2.099999905
1,B310,6251,27,1,1,2,TP1,1,BS55,100,100,100,100,100,100,99,99,97,72,18,7.699999809,6.5,3.900000095,
1,505,501,28,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,100,97,93,87.40000153,60,21.70000076,
1,506,501,28,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,100,97,93,87.40000153,60,21.70000076,
1,806,806,28,1,3,2,BA522,1,BS316,100,100,100,98,96,92,89,78,66,38,18,16.89999962,8.5,4.599999905,
3,107,105,32,3,1,2,B6,1,BG06,100,96,90,86,81,71,65,52,40,24,17,11.60000038,7.699999809,2.099999905,
1,108,109,32,1,1,2,B28,1,BS03,100,100,100,100,100,100,100,99,98,81,58,40.09999847,14.10000038,1.399999976,
3,108,106,32,3,1,2,B2,1,BG02,100,99,93,88,81,69,62,49,38,24,16,11,7.900000095,3.700000048,
3,108,109,32,3,1,2,B3,1,BG03,100,96,93,88,83,71,62,48,37,23,16,10.89999962,7.5,2.200000048,
1,110,106,32,1,1,2,B27,1,BS02,100,100,100,100,100,100,100,99,97,77,59,50.29999924,31.20000076,8.199999809,
1,112,111,32,1,1,2,B30,1,BS05,100,100,100,100,100,100,100,99,97,77,54,41.90000153,27.89999962,10.5,
3,201,210,32,3,1,2,B6,1,BG06,100,100,95,91,85,74,66,52,41,25,16,11.19999981,6.300000191,2.299999952,
1,202,207,32,1,1,2,B32,1,BS04,100,100,100,98,98,96,96,95,93,86,74,58.29999924,28.29999924,6.900000095,
1,502,509,29,1,3,2,BAX05,2,BSX05,95,90,87,79,73,65,60,51,44,38,36,34.59999847,28.79999924,21.5,
1,504,506,29,1,1,1,A2,1,BS02,100,100,99,97,94,,91,89,85,77,74,70.09999847,51.09999847,26.10000038,23.70000076
1,504,508,29,1,1,2,A3,1,BS03,97,94,92,90,88,,86,83,78,67,62,57.90000153,41.40000153,24.39999962,22.20000076
1,507,502,29,1,1,1,A1,1,BS01,100,95,89,85,83,,81,80,77,72,70,67.40000153,49.29999924,26,23.79999924
1,507,509,29,1,3,2,BAX05,2,BSX05,95,90,87,79,73,65,60,51,44,38,36,34.59999847,28.79999924,21.5,
1,509,509,29,1,3,2,BAX05,2,BSX05,95,90,87,79,73,65,60,51,44,38,36,34.59999847,28.79999924,21.5,
1,601,602,29,1,1,2,TP6,1,BS06,100,100,100,100,100,100,99,98,98,91,81,71.19999695,54.40000153,32.70000076,28.5
1,601,664,29,1,1,2,TP4,1,BS04,100,100,100,100,100,100,99,98,97,89,76,67.80000305,54.09999847,33.5,29
1,601,666,29,1,1,1,TP8,1,BS08,100,100,100,100,99,99,99,98,96,80,54,39.90000153,28.5,18,16.5
1,602,607,29,1,1,2,TP1,1,BS01,100,100,100,100,100,100,99,99,98,92,79,70.19999695,53,33.5,29.5
1,603,664,29,1,1,2,TP4,1,BS04,100,100,100,100,100,100,99,98,97,89,76,67.80000305,54.09999847,33.5,29
1,604,605,29,1,1,2,TP5,1,BS05,100,100,100,99,99,99,99,98,97,89,76,67,52,32.5,28
1,604,664,29,1,1,2,TP4,1,BS04,100,100,100,100,100,100,99,98,97,89,76,67.80000305,54.09999847,33.5,29
1,606,602,29,1,1,2,TP6,1,BS06,100,100,100,100,100,100,99,98,98,91,81,71.19999695,54.40000153,32.70000076,28.5
1,606,607,29,1,1,2,TP1,1,BS01,100,100,100,100,100,100,99,99,98,92,79,70.19999695,53,33.5,29.5
1,606,666,29,1,1,1,TP8,1,BS08,100,100,100,100,99,99,99,98,96,80,54,39.90000153,28.5,18,16.5
1,608,605,29,1,1,2,TP5,1,BS05,100,100,100,99,99,99,99,98,97,89,76,67,52,32.5,28
1,608,608,29,1,1,2,TP3,1,BS03,100,100,100,100,100,99,99,98,97,89,78,68.90000153,53.59999847,33.90000153,30
1,659,603,29,1,1,2,TP7,2,BS07,100,100,100,100,99,99,99,99,98,93,76,51.20000076,30.70000076,19.39999962,18
1,659,664,29,1,1,2,TP4,1,BS04,100,100,100,100,100,100,99,98,97,89,76,67.80000305,54.09999847,33.5,29
1,659,666,29,1,1,1,TP8,1,BS08,100,100,100,100,99,99,99,98,96,80,54,39.90000153,28.5,18,16.5
1,661,602,29,1,1,2,TP6,1,BS06,100,100,100,100,100,100,99,98,98,91,81,71.19999695,54.40000153,32.70000076,28.5
1,661,607,29,1,1,2,TP1,1,BS01,100,100,100,100,100,100,99,99,98,92,79,70.19999695,53,33.5,29.5
1,661,666,29,1,1,1,TP8,1,BS08,100,100,100,100,99,99,99,98,96,80,54,39.90000153,28.5,18,16.5
1,662,664,29,1,1,2,TP4,1,BS04,100,100,100,100,100,100,99,98,97,89,76,67.80000305,54.09999847,33.5,29
1,663,660,29,1,1,1,TP2,1,BS02,100,100,100,99,98,98,97,96,95,88,77,68.40000153,53,33.70000076,29.5
1,664,666,29,1,1,1,TP8,1,BS08,100,100,100,100,99,99,99,98,96,80,54,39.90000153,28.5,18,16.5
1,665,602,29,1,1,2,TP6,1,BS06,100,100,100,100,100,100,99,98,98,91,81,71.19999695,54.40000153,32.70000076,28.5
1,666,664,29,1,1,2,TP4,1,BS04,100,100,100,100,100,100,99,98,97,89,76,67.80000305,54.09999847,33.5,29
1,702,701,29,1,1,3,TP1,1,BG55,100,100,100,100,99,99,98,97,95,90,87,86.40000153,63.70000076,25.20000076,
1,705,701,29,1,1,1,TP1,1,BG55,100,100,100,100,99,99,98,97,95,90,87,86.40000153,63.70000076,25.20000076,
1,759,701,29,1,1,1,TP1,1,BG55,100,100,100,100,99,99,98,97,95,90,87,86.40000153,63.70000076,25.20000076,
1,802,802,29,1,2,1,BA306,1,BS306,100,100,100,100,99,96,95,92,89,87,86,85.30000305,73.5,65.30000305,63.20000076
1,802,802,29,1,2,1,BA305,1,BS305,100,100,100,99,97,95,94,91,88,85,83,82.40000153,74,64,62.29999924
1,808,802,29,1,1,1,B3,1,BS03,93,85,82,78,76,73,72,70,68,68,63,54,52.40000153,37.90000153,35.79999924
1,808,807,29,1,1,6,B3,1,BS06,100,98,98,94,92,83,76,63,54,42,38,34.29999924,21.39999962,10.39999962,
1,1008,1008,29,1,1,2,TP1,1,BS55,100,100,100,95,84,65,56,40,31,25,21,13.69999981,8.399999619,5.800000191,
1,4036,4036,29,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,98,97,91,84,80.40000153,47.90000153,23.89999962,21.89999962
1,4069,4069,29,1,1,2,BA4,1,BS04,100,100,100,100,98,97,96,92,84,26,4,1.399999976,1.399999976,1.399999976,1.399999976
1,5047,5047,29,1,1,2,BA4,1,BS04,100,100,100,100,100,100,99,98,98,97,96,95.69999695,55.09999847,22.79999924,
1,5393,5393,29,1,1,2,TP1,1,BS55,80,75,73,69,67,63,61,57,54,50,46,44.59999847,32.79999924,16.60000038,
1,A410,5000,29,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,98,97,96,95.80000305,58.90000153,37.70000076,
1,A602,A606,29,1,4,2,BAX05,3,BSX05,100,91,89,88,86,84,82,79,76,74,68,61,45,27.5,
1,A603,A603,29,1,1,1,BA2,1,BS02,100,100,99,97,94,,91,89,85,77,74,70.09999847,51.09999847,26.10000038,20.10000038
1,A603,A608,29,1,4,2,BAX07,2,BSX07,100,100,98,96,95,94,93,89,85,82,81,79.59999847,62,36.59999847,
1,A606,A604,29,1,4,2,BAX06,3,BSX06,100,94,83,76,72,67,65,60,57,51,36,21.89999962,15.60000038,13.10000038,
1,A606,A606,29,1,4,2,BAX05,3,BSX05,100,91,89,88,86,84,82,79,76,74,68,61,45,27.5,
1,A608,A608,29,1,4,2,BAX07,2,BSX07,100,100,98,96,95,94,93,89,85,82,81,79.59999847,62,36.59999847,
1,A801,A807,29,1,1,2,B1,1,BS04,100,100,100,100,100,100,99,99,98,96,95,93.5,75.09999847,40.90000153,37.79999924
1,A802,A801,29,1,1,2,B1,1,BS01,100,100,100,100,100,99,99,98,98,96,96,95,75.69999695,41.40000153,37.59999847
1,B350,1002,29,1,1,2,TP1,1,BS55,100,80,76,68,64,56,53,43,35,28,26,21.89999962,11.60000038,4.900000095,
1,B351,1002,29,1,1,2,TP1,1,BS55,100,80,76,68,64,56,53,43,35,28,26,21.89999962,11.60000038,4.900000095,
1,B351,1002,29,1,1,1,BA1,1,BS01,100,100,99,90,88,83,79,70,62,53,48,43,24.39999962,12.10000038,
1,114,119,30,1,1,2,B5,1,BS05,100,100,100,99,99,99,99,98,98,97,67,20.79999924,13.19999981,7.900000095,
1,116,122,30,1,1,2,B12,1,BS12,100,100,100,100,100,100,100,100,99,98,48,14.69999981,3.5,2.200000048,
1,116,124,30,1,1,2,B10,1,BS10,100,100,100,100,100,100,99,99,99,98,75,35.79999924,16.79999924,9.399999619,
1,117,113,30,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,100,99,98,61,27.79999924,15.5,8.699999809,
1,117,116,30,1,1,2,B2,1,BS02,100,100,100,100,100,99,98,97,97,96,62,23.5,13.19999981,8.300000191,
1,117,119,30,1,1,2,B11,1,BS11,100,100,100,100,100,100,100,98,96,94,65,28.79999924,13.80000019,7,
1,118,113,30,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,100,99,98,61,27.79999924,15.5,8.699999809,
1,122,113,30,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,100,99,98,61,27.79999924,15.5,8.699999809,
1,122,119,30,1,1,2,B11,1,BS11,100,100,100,100,100,100,100,98,96,94,65,28.79999924,13.80000019,7,
1,122,122,30,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,99,98,79,23.10000038,13.80000019,7.400000095,
1,124,116,30,1,1,2,B8,1,BS08,100,100,100,100,100,99,99,97,95,92,66,32.09999847,14.89999962,6.199999809,
1,124,119,30,1,1,2,B11,1,BS11,100,100,100,100,100,100,100,98,96,94,65,28.79999924,13.80000019,7,
1,503,7066,30,1,1,1,BA*,1,BS**,100,100,100,98,97,96,95,91,85,77,66,56.29999924,38,23.20000076,20.70000076
1,505,502,30,1,1,2,BA*,1,BS*2,100,99,96,92,87,83,80,75,70,64,57,41.59999847,27.20000076,16.20000076,13.89999962
1,505,7066,30,1,1,1,BA*,1,BS**,100,100,100,98,97,96,95,91,85,77,66,56.29999924,38,23.20000076,20.70000076
