LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001
1,669,668,18,1,1,2,BAX09,4,BSX09,100,100,100,100,100,98,98,95,92,83,59,41,25.89999962,10.19999981,
1,672,608,18,1,2,2,BAX07,5,BSX07,100,100,100,100,100,98,97,94,91,82,60,43.90000153,31,13.89999962,
1,2009,2009,18,1,1,2,TP1,1,BS55,100,100,100,100,100,99,98,96,93,85,74,61.79999924,45.20000076,21.89999962,
1,3002,3002,18,1,1,1,BX02,1,BSX02,100,100,100,100,99,96,95,94,92,86,72,62,51.29999924,27.39999962,
1,5518,5518,18,1,1,1,BX03,1,BSX03,100,100,100,98,97,94,93,91,89,82,33,10.60000038,5.599999905,3.400000095,
1,A310,1028,18,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,99,98,97,96,93.19999695,63.40000153,29.29999924,
1,101,105,19,1,2,2,BA319,3,BS329,100,100,100,100,100,100,100,100,99,97,96,93.90000153,77,37.09999847,
2,101,101,19,2,1,2,TP03,1,BS03,100,100,100,100,100,100,99,99,98,91,76,61.09999847,43.59999847,25.5,21.5
2,101,104,19,2,2,2,BAX05,3,BSX05,100,100,100,100,100,99,99,98,97,90,76,65.19999695,47.90000153,25.89999962,
2,102,104,19,2,1,2,TP06,1,BS06,100,100,100,100,100,100,100,99,98,91,78,64.5,46.29999924,22.29999924,17.70000076
1,103,108,19,1,2,1,BAX10,2,BSX10,100,100,100,100,100,100,100,100,99,98,95,93.09999847,70,30.10000038,
1,104,105,19,1,2,2,BA319,3,BS329,100,100,100,100,100,100,100,100,99,97,96,93.90000153,77,37.09999847,
2,104,103,19,2,2,2,BAX09,3,BSX09,100,100,100,100,99,99,99,97,96,88,73,63,43.70000076,21.39999962,
2,104,104,19,2,1,2,TP06,1,BS06,100,100,100,100,100,100,100,99,98,91,78,64.5,46.29999924,22.29999924,17.70000076
2,104,107,19,2,1,2,TP01,1,BS01,100,100,100,100,100,100,100,98,96,94,67,52.29999924,44.70000076,22.70000076,19.29999924
2,105,102,19,2,2,1,BAX08,3,BSX08,100,93,93,93,92,91,90,88,85,77,66,57.09999847,38.70000076,17.10000038,
2,106,107,19,2,1,2,TP01,1,BS01,100,100,100,100,100,100,100,98,96,94,67,52.29999924,44.70000076,22.70000076,19.29999924
1,110,109,19,1,2,2,BAX12,2,BSX12,100,100,100,100,100,100,100,100,99,98,96,95.19999695,76.80000305,40.70000076,
2,111,109,19,2,1,2,TP05,1,BS05,100,100,100,100,100,100,100,99,98,89,73,57.29999924,48.20000076,28.79999924,25.60000038
2,111,111,19,2,1,2,TP04,1,BS04,100,100,100,100,100,100,100,98,97,89,74,60.09999847,44.90000153,26.20000076,22
2,213,221,19,2,3,2,BAX07,1,BSX07,100,100,100,99,99,98,98,96,95,87,74,64.19999695,40,21.29999924,
2,213,222,19,2,1,2,B5,1,BG05,100,100,100,100,100,99,99,98,95,86,72,62.5,45,25.20000076,
1,215,216,19,1,1,2,B3,1,BS03,100,100,100,100,100,100,99,99,97,91,82,74.59999847,47.20000076,19.79999924,
1,216,216,19,1,1,2,B3,1,BS03,100,100,100,100,100,100,99,99,97,91,82,74.59999847,47.20000076,19.79999924,
2,216,224,19,2,3,2,BAX09,1,BSX09,100,100,100,98,98,97,96,94,92,83,70,59.29999924,37.59999847,19.79999924,
2,217,221,19,2,3,2,BAX07,1,BSX07,100,100,100,99,99,98,98,96,95,87,74,64.19999695,40,21.29999924,
1,218,224,19,1,3,2,BAX15,1,BSX15,100,100,100,100,100,100,99,98,96,88,76,66.09999847,42.59999847,21.5,
2,218,224,19,2,3,2,BAX09,1,BSX09,100,100,100,98,98,97,96,94,92,83,70,59.29999924,37.59999847,19.79999924,
2,219,220,19,2,1,2,B2,1,BG02,100,100,100,100,100,99,99,98,97,90,81,73.40000153,50,25.60000038,
1,221,224,19,1,1,2,B6,1,BS06,100,100,100,100,100,99,98,97,95,86,74,64.90000153,48.59999847,26.10000038,
2,221,218,19,2,3,2,BAX04,1,BSX04,100,100,100,100,100,100,99,98,96,88,76,66.5,41.20000076,22,
2,221,222,19,2,1,2,B5,1,BG05,100,100,100,100,100,99,99,98,95,86,72,62.5,45,25.20000076,
2,221,224,19,2,3,2,BAX09,1,BSX09,100,100,100,98,98,97,96,94,92,83,70,59.29999924,37.59999847,19.79999924,
2,221,224,19,2,1,2,B6,1,BG06,100,100,100,99,99,98,98,97,94,85,72,61.20000076,45.09999847,24.5,
1,222,224,19,1,3,2,BAX15,1,BSX15,100,100,100,100,100,100,99,98,96,88,76,66.09999847,42.59999847,21.5,
1,222,224,19,1,1,2,B6,1,BS06,100,100,100,100,100,99,98,97,95,86,74,64.90000153,48.59999847,26.10000038,
2,222,222,19,2,1,2,B5,1,BG05,100,100,100,100,100,99,99,98,95,86,72,62.5,45,25.20000076,
1,224,218,19,1,3,2,BAX10,1,BSX10,100,100,100,100,99,99,99,98,96,79,75,64.69999695,42.5,21.5,
2,259,214,19,2,1,2,B4,1,BG04,100,100,100,100,100,99,99,99,95,86,73,62.79999924,43.40000153,23.10000038,
1,601,604,19,1,1,1,TP-2,1,BS-56,100,100,100,100,99,99,98,97,94,84,69,57.09999847,41.59999847,20.70000076,
1,607,3005,6,1,1,1,BA*,1,BS**,100,98,95,87,82,73,67,54,42,25,19,14,7.300000191,1.5,1.299999952
1,608,663,6,1,3,1,BA265,10,BS265,95,94,89,82,75,65,60,46,31,17,12,8.600000381,3.5,0.800000012,0.600000024
1,659,660,6,1,3,1,BA261,8,BS261,100,100,98,92,87,80,76,69,60,40,25,10.5,3.200000048,0.899999976,0.699999988
1,661,606,6,1,3,2,BAX01,6,BSX01,100,96,91,88,86,81,77,66,53,33,24,15.39999962,7.5,2,
1,663,663,6,1,3,1,BA264,10,BS264,100,93,87,78,71,61,55,42,29,17,12,6.5,3.400000095,0.800000012,0.400000006
1,664,659,6,1,3,1,BA262,4,BS262,100,100,100,91,86,79,73,59,44,25,17,10.89999962,4.599999905,1.299999952,1
1,664,3005,6,1,1,1,BA*,1,BS**,100,98,95,87,82,73,67,54,42,25,19,14,7.300000191,1.5,1.299999952
1,812,811,6,1,1,1,B7,1,BS07,100,100,100,100,100,100,100,100,100,81,39,13.5,5.400000095,2.299999952,
1,1253,1253,6,1,1,1,BA*,1,BS**,100,100,100,100,98,91,85,69,60,45,37,28.39999962,21.79999924,4.800000191,4
1,2002,2002,6,1,1,2,TP1,1,BS92,100,88,87,85,84,80,77,65,56,43,35,25.29999924,16,6.699999809,5.900000095
1,2004,2004,6,1,1,2,TP1,1,BS92,100,97,97,96,95,91,87,71,66,44,26,14.89999962,8.199999809,3.799999952,3.299999952
1,2040,2040,6,1,1,1,BA*,1,BS**,100,100,98,97,97,95,92,74,69,58,52,43.70000076,28.79999924,12.39999962,9.899999619
1,2647,2647,6,1,1,1,BA*,1,BS**,100,100,95,89,84,76,72,62,55,38,30,23.20000076,17.89999962,7.099999905,5.400000095
1,3013,3013,6,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,83,50,34,21.89999962,12.19999981,4.400000095,3.400000095
1,3019,3019,6,1,1,1,BA*,1,BS**,100,100,100,100,99,99,99,98,92,69,55,39.5,20.39999962,8.399999619,6.900000095
1,7452,7452,6,1,1,1,BA*,1,BS**,100,100,100,100,100,98,96,88,84,75,65,55.5,43.20000076,24.70000076,21.5
1,7455,7455,6,1,1,1,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847,44.40000153,25.79999924,22.70000076
1,8151,8151,6,1,1,2,TP1,1,BS91,100,100,100,100,99,98,97,91,73,32,19,10.80000019,6.599999905,2.700000048,2.400000095
1,8153,8153,6,1,1,1,BA*,1,BS**,100,95,95,95,95,93,92,88,78,70,65,60.29999924,34.79999924,18.60000038,16.29999924
1,8156,8156,6,1,1,2,TP1,1,BS92,100,97,90,80,74,63,55,41,33,23,19,15.60000038,10.5,5,4.400000095
1,8534,8534,6,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,97,91,75,61,43,36.70000076,23.29999924,20.89999962
1,8535,8535,6,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,100,100,99,97,81.80000305,50.79999924,25.39999962,21.60000038
1,A321,1253,6,1,1,2,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019,9,1.799999952,1.299999952
1,A330,1253,6,1,1,2,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019,9,1.799999952,1.299999952
1,A330,1253,6,1,1,1,BA*,1,BS**,100,100,100,100,98,91,85,69,60,45,37,28.39999962,21.79999924,4.800000191,4
1,A340,1253,6,1,1,2,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019,9,1.799999952,1.299999952
1,A340,1253,6,1,1,1,BA*,1,BS**,100,100,100,100,98,91,85,69,60,45,37,28.39999962,21.79999924,4.800000191,4
1,A410,3021,6,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,97,77,34,20,12.19999981,6.800000191,2,1.200000048
1,A441,3021,6,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,84,46,28,16.70000076,10.5,4.5,3.900000095
1,A805,A805,6,1,3,1,BA261,1,BS261,100,100,100,100,100,98,98,97,95,69,22,11.60000038,3.599999905,1.100000024,
1,A805,A805,6,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,100,72,32,11.39999962,4.900000095,2.299999952,
1,B421,7455,6,1,1,1,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847,44.40000153,25.79999924,22.70000076
1,B442,7455,6,1,1,1,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847,44.40000153,25.79999924,22.70000076
1,B453,7455,6,1,1,1,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847,44.40000153,25.79999924,22.70000076
1,214,214,8,1,5,1,BA263,1,BS263,100,100,100,100,99,99,99,98,96,74,37,14.10000038,8.800000191,6.099999905,
1,217,217,8,1,1,2,B4,1,BS04,100,100,100,100,100,100,100,99,98,85,66,51,37.79999924,27.89999962,
1,217,221,8,1,5,1,BA264,1,BS264,100,100,100,100,99,98,98,96,93,83,66,50,35,24.39999962,
1,221,221,8,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,92,87,68,51.79999924,24.29999924,18.20000076,
1,504,505,8,1,1,1,TP2,1,BS91,100,100,100,100,100,100,100,100,99,90,85,81.09999847,45.09999847,21.70000076,18.29999924
1,811,811,8,1,1,1,B201,1,BS201,100,100,100,99,99,99,99,98,97,87,68,54.20000076,37.09999847,26.60000038,
1,812,812,8,1,1,2,B203,1,BS203,100,100,100,100,99,99,98,97,94,70,46,31,20.60000038,12.5,
2,7781,7781,8,2,1,2,TP1,1,BS94,100,100,100,100,100,100,100,99,97,87,71,62.79999924,33.29999924,18.29999924,15.80000019
1,A340,1053,8,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,97,97,96,94,91.80000305,91.40000153,34.20000076,34.20000076
1,B330,2008,8,1,1,1,BA*,1,BS**,100,100,100,98,98,97,96,95,93,84,75,67.40000153,52.20000076,32.40000153,28
1,5001,5001,9,1,1,2,BX04,1,BSX04,100,100,99,97,94,89,84,75,68,52,34,18.5,8.5,4.300000191,4.099999905
2,101,102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,
2,101,111,10,2,2,2,BAX08,2,BSX08,100,100,100,100,100,100,100,100,99,82,33,17,13.69999981,8.300000191,
1,102,102,10,1,1,1,B2,1,BS02,100,100,100,100,100,100,100,100,99,74,43,26.79999924,16.79999924,5.199999809,
1,102,112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,
2,102,159,10,2,1,1,B13,1,BS13,100,100,100,100,100,100,100,100,100,68,23,11.80000019,8.199999809,5,
1,103,104,10,1,1,1,B7,1,BS07,100,100,100,100,100,100,100,100,100,74,27,14.80000019,12.30000019,3.799999952,
2,103,159,10,2,1,1,B13,1,BS13,100,100,100,100,100,100,100,100,100,68,23,11.80000019,8.199999809,5,
2,105,107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,
1,106,112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,
1,106,159,10,1,1,1,B6,1,BS06,100,100,100,100,100,100,100,100,99,69,35,23.60000038,22.39999962,10.30000019,
2,106,102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,
2,106,112,10,2,1,1,B11,1,BS11,100,100,100,100,100,100,100,100,99,72,31,20,13.60000038,7.900000095,
1,107,108,10,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,99,69,34,25.60000038,19.39999962,8,
1,107,112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,
2,107,104,10,2,2,2,BAX09,2,BSX09,100,100,100,97,90,79,72,68,68,52,19,10.39999962,7.199999809,3.599999905,
1,108,112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,
1,109,112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,
2,A320,1021,89,2,1,1,BA*,1,BS**,100,100,100,100,98,97,96,94,92,89,57,5.300000191,4.099999905,1.399999976,0.899999976
1,6400,6400,90,1,1,2,TP1,1,BS56,100,100,100,100,100,99,98,96,93,82,54,25.20000076,8.699999809,4.199999809,
1,B320,6405,90,1,1,2,TP2,1,BS56,100,100,100,100,100,100,99,99,98,40,7,5.199999809,4,2,
1,102,102,1,1,5,1,BA509,2,BS312,100,100,99,99,99,98,97,96,90,77,64,40,27.10000038,15.60000038,13.89999962
1,102,110,1,1,5,2,BA301,1,BS307,100,100,100,98,97,97,96,96,93,84,76,62.90000153,45.09999847,24.20000076,20.60000038
1,102,110,1,1,5,2,BA507,1,BS308,100,100,96,96,96,95,94,92,90,81,73,59,46,24.70000076,21.79999924
1,103,102,1,1,5,1,BA508,2,BS311,100,100,100,100,98,96,95,93,90,84,77,65.59999847,48.40000153,28.60000038,25.10000038
1,103,102,1,1,5,1,BA510,2,BS313,100,100,100,100,100,99,98,95,93,84,76,62.79999924,46,23.29999924,20
1,103,103,1,1,1,2,B5,1,BS05,100,100,100,100,100,99.69999695,99.40000153,98.5,96.59999847,87.40000153,79.5,68,46.59999847,27,
1,103,108,1,1,1,2,B2,1,BS02,100,100,100,100,100,99.5,99.5,98.90000153,97.19999695,87.80000305,78.5,66.40000153,44.09999847,20,
1,105,102,1,1,5,1,BA509,2,BS312,100,100,99,99,99,98,97,96,90,77,64,40,27.10000038,15.60000038,13.89999962
1,105,110,1,1,5,2,BA507,1,BS308,100,100,96,96,96,95,94,92,90,81,73,59,46,24.70000076,21.79999924
1,107,107,1,1,5,1,BAX01,2,BSX01,100,100,100,100,99,97,96,94,92,85,79,64.5,47.09999847,24.29999924,21
1,108,102,1,1,5,1,BA509,2,BS312,100,100,99,99,99,98,97,96,90,77,64,40,27.10000038,15.60000038,13.89999962
1,161,102,1,1,5,1,BA511,2,BS314,100,100,100,100,99,96,94,91,88,82,75,60.59999847,50,30.70000076,27.5
1,162,108,1,1,1,2,B2,1,BS02,100,100,100,100,100,99.5,99.5,98.90000153,97.19999695,87.80000305,78.5,66.40000153,44.09999847,20,
1,502,506,1,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,99.30000305,98.19999695,66,32.79999924,20.60000038,14.39999962,8.5,
1,503,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,
1,505,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,
1,505,506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,
1,506,508,1,1,1,2,BA5,1,BS05,100,100,100,100,100,96.90000153,95.90000153,94.30000305,92.30000305,70.5,33,22.39999962,19.10000038,14.80000019,
1,506,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,
1,508,502,1,1,1,1,TP1,1,BS55,100,100,100,100,98.90000153,97.80000305,97.30000305,95.90000153,94.59999847,65.19999695,31.70000076,20.70000076,17.10000038,10.89999962,
1,564,508,1,1,1,2,BA6,1,BS06,100,100,100,100,100,98.40000153,97.80000305,96.40000153,94.40000153,70.69999695,33.90000153,23.20000076,14.39999962,8.600000381,
1,601,608,1,1,3,1,BAX01,2,BSX01,100,100,100,99,97,95,94,90,86,79,75,69,52.29999924,33.29999924,
1,607,605,1,1,1,3,TP1,2,BS57,100,100,100,99,97,93,91,84,81,73,69,60.70000076,38.40000153,24.70000076,
1,607,608,1,1,3,1,BAX01,2,BSX01,100,100,100,99,97,95,94,90,86,79,75,69,52.29999924,33.29999924,
1,661,606,1,1,3,2,BAX03,2,BSX03,100,100,95,90,87,82,79,72,66,59,57,52.5,40,26.60000038,
1,661,606,1,1,1,3,TP2,2,BS58,100,100,98,91,85,77,72,63,56,49,46,42,34.70000076,23.60000038,
1,662,606,1,1,3,2,BA507,2,BS312,100,100,94,90,87,80,76,67,60,53,50,46,34.29999924,23.70000076,
1,1001,1001,1,1,1,2,TP1,1,BS55,100,100,100,95,87,75,68,58,53,32,20,14.69999981,12,7.800000191,0
1,1001,1001,1,1,1,1,BA*,1,BS**,100,100,100,100,99,98,97,94,89,62,43,33.40000153,31.20000076,22.89999962,0
1,1021,1021,1,1,1,2,TP1,1,BS55,100,100,100,100,100,100,99,99,98,96,93,74.19999695,55,25.10000038,
1,3998,3998,1,1,1,2,BA*,2,BS**,100,100,100,100,100,100,100,99,99,93,60,31.89999962,22.5,18.60000038,0
1,B310,1019,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,95,89,77,53.20000076,28,15.10000038,0
1,B310,1019,1,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,99,72,15,3.5,0,0,0
1,C340,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,
1,C350,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,
1,1008,1008,2,1,1,1,BA*,1,BS**,100,99,95,85,76,61,53,37,28,18,13,7.599999905,4.400000095,1.200000048,1.100000024
1,113,120,4,1,1,2,B315,1,BS15,100,100,98,96,93,87,84,74,59,33,22,12.39999962,9.899999619,4,3.5
1,114,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809
1,115,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809
1,116,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809
1,116,122,4,1,1,2,B313,1,BS13,100,93,90,86,84,79,76,69,60,39,27,18.60000038,11.39999962,6.699999809,6
1,117,115,4,1,1,2,B303,1,BS03,100,100,100,99,99,96,94,88,78,47,34,24.70000076,14,6.800000191,6.199999809
1,117,124,4,1,1,2,B305,1,BS05,100,98,96,94,93,89,86,76,59,33,23,14.60000038,10.60000038,5.400000095,4.099999905
1,118,118,4,1,3,1,BA663,3,BS663,100,100,100,100,96,87,80,66,53,31,21,13.60000038,8.100000381,3.599999905,
1,119,117,4,1,1,2,B304,1,BS04,100,100,99,96,95,90,88,79,66,38,27,17.20000076,13.30000019,7.400000095,6.699999809
1,120,120,4,1,1,2,B315,1,BS15,100,100,98,96,93,87,84,74,59,33,22,12.39999962,9.899999619,4,3.5
1,124,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809
1,162,163,4,1,1,2,B321,1,BS21,100,93,85,77,69,63,59,48,38,21,15,9.800000191,7.599999905,3.900000095,3.400000095
1,666,607,29,1,1,2,TP1,1,BS01,100,100,100,100,100,100,99,99,98,92,79,70.19999695,53,33.5,29.5
1,701,701,29,1,1,3,TP1,1,BG55,100,100,100,100,99,99,98,97,95,90,87,86.40000153,63.70000076,25.20000076,
1,759,701,29,1,1,3,TP1,1,BG55,100,100,100,100,99,99,98,97,95,90,87,86.40000153,63.70000076,25.20000076,
1,801,801,29,1,1,6,B1,1,BS01,100,100,95,91,87,82,80,77,73,73,67,63,48.90000153,25,21.60000038
1,802,802,29,1,1,6,B2,1,BS02,90,79,73,67,65,63,62,60,60,59,57,56,50.40000153,40.5,38.5
1,802,808,29,1,1,6,B2,1,BS04,93,89,80,74,70,66,65,62,61,60,56,53,46.90000153,33.79999924,32
1,807,802,29,1,1,6,B3,1,BS03,100,100,96,92,89,85,83,79,75,69,66,60.59999847,60.40000153,43.29999924,
1,807,807,29,1,1,6,B1,1,BS05,100,100,92,87,82,78,76,70,66,62,60,57.5,51.20000076,30.10000038,
1,807,808,29,1,1,1,B2,1,BS04,100,96,88,83,80,76,73,70,67,63,60,55.90000153,56.90000153,44.29999924,
1,5091,5091,29,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,96,92,87.80000305,67.5,41.29999924,
1,5413,5413,29,1,1,1,BA1,2,BS01,100,100,100,100,100,100,100,100,99,96,78,57,27.5,11.69999981,
1,A410,5000,29,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,98,96,94.90000153,65.90000153,37,
1,A430,5000,29,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,98,97,96,95.80000305,58.90000153,37.70000076,
1,A602,A602,29,1,5,2,BAX04,3,BSX04,100,100,98,96,93,87,84,77,73,70,68,66.19999695,56.90000153,44.5,
1,A603,A603,29,1,1,1,BA3,1,BS03,97,94,92,90,88,,86,83,78,67,62,57.90000153,41.40000153,24.39999962,22.20000076
1,A605,A605,29,1,2,3,TP2,1,BS02,100,100,100,99,97,94,91,86,81,76,73,70.09999847,59.90000153,38.5,
1,A607,A603,29,1,1,1,BA3,1,BS03,97,94,92,90,88,,86,83,78,67,62,57.90000153,41.40000153,24.39999962,22.20000076
1,A607,A605,29,1,2,3,TP2,1,BS02,100,100,100,99,97,94,91,86,81,76,73,70.09999847,59.90000153,38.5,
1,A801,A808,29,1,1,2,B2,1,BS05,100,100,100,100,100,98,97,96,95,94,93,91.90000153,66.40000153,30.89999962,23.20000076
1,A802,A807,29,1,1,1,B1,1,BS04,100,100,100,100,100,97,94,90,87,83,80,78.09999847,59.29999924,24.89999962,
1,B350,1002,29,1,1,1,BA1,1,BS01,100,100,99,90,88,83,79,70,62,53,48,43,24.39999962,12.10000038,
1,113,117,30,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,99,99,98,68,23.10000038,15.69999981,9.5,
1,113,122,30,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,99,98,79,23.10000038,13.80000019,7.400000095,
1,114,116,30,1,1,2,B8,1,BS08,100,100,100,100,100,99,99,97,95,92,66,32.09999847,14.89999962,6.199999809,
1,114,122,30,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,99,98,79,23.10000038,13.80000019,7.400000095,
1,115,116,30,1,1,2,B2,1,BS02,100,100,100,100,100,99,98,97,97,96,62,23.5,13.19999981,8.300000191,
1,115,117,30,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,99,99,98,68,23.10000038,15.69999981,9.5,
1,115,117,30,1,1,2,B9,1,BS09,100,100,100,100,100,100,99,98,98,97,56,16.10000038,7.800000191,4.300000191,
1,116,116,30,1,1,2,B2,1,BS02,100,100,100,100,100,99,98,97,97,96,62,23.5,13.19999981,8.300000191,
1,116,122,30,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,99,98,79,23.10000038,13.80000019,7.400000095,
1,117,113,30,1,1,2,B1,1,BS01,100,100,96,86,79,71,65,53,43,31,18,10.19999981,6.5,3.5,
1,118,116,30,1,1,2,B8,1,BS08,100,100,100,100,100,99,99,97,95,92,66,32.09999847,14.89999962,6.199999809,
1,119,113,30,1,1,2,B1,1,BS01,100,100,96,86,79,71,65,53,43,31,18,10.19999981,6.5,3.5,
1,119,116,30,1,1,2,B8,1,BS08,100,100,100,100,100,99,99,97,95,92,66,32.09999847,14.89999962,6.199999809,
1,119,117,30,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,99,99,98,68,23.10000038,15.69999981,9.5,
1,119,119,30,1,1,2,B11,1,BS11,100,100,100,100,100,100,100,98,96,94,65,28.79999924,13.80000019,7,
1,121,113,30,1,1,2,B1,1,BS01,100,100,96,86,79,71,65,53,43,31,18,10.19999981,6.5,3.5,
1,121,116,30,1,1,2,B2,1,BS02,100,100,100,100,100,99,98,97,97,96,62,23.5,13.19999981,8.300000191,
1,121,119,30,1,1,2,B5,1,BS05,100,100,100,99,99,99,99,98,98,97,67,20.79999924,13.19999981,7.900000095,
1,121,122,30,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,99,98,79,23.10000038,13.80000019,7.400000095,
1,122,122,30,1,1,2,B12,1,BS12,100,100,100,100,100,100,100,100,99,98,48,14.69999981,3.5,2.200000048,
1,123,117,30,1,1,2,B9,1,BS09,100,100,100,100,100,100,99,98,98,97,56,16.10000038,7.800000191,4.300000191,
1,123,122,30,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,99,98,79,23.10000038,13.80000019,7.400000095,
1,123,124,30,1,1,2,B10,1,BS10,100,100,100,100,100,100,99,99,99,98,75,35.79999924,16.79999924,9.399999619,
1,502,506,30,1,3,2,BA262,3,BS262,100,100,100,100,100,96,94,87,77,61,50,38.59999847,29.5,20.29999924,
1,503,7066,30,1,1,2,TP1,1,BS93,100,98,98,96,94,93,92,90,87,81,69,54.70000076,42.59999847,26,22.89999962
1,504,508,30,1,1,1,TP1,1,BS93,100,96,94,89,83,71,62,45,45,44,43,38.90000153,17,6.699999809,5.5
1,505,504,30,1,3,2,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153,35,20.10000038,
1,505,508,30,1,3,2,BA272,3,BS272,100,100,100,100,98,96,94,88,79,65,54,41.90000153,29,16.29999924,
1,506,508,30,1,1,1,TP1,1,BS93,100,96,94,89,83,71,62,45,45,44,43,38.90000153,17,6.699999809,5.5
1,507,502,30,1,1,2,BA*,1,BS*2,100,99,96,92,87,83,80,75,70,64,57,41.59999847,27.20000076,16.20000076,13.89999962
1,509,506,30,1,3,2,BA262,3,BS262,100,100,100,100,100,96,94,87,77,61,50,38.59999847,29.5,20.29999924,
1,560,7066,30,1,1,1,BA*,1,BS**,100,100,100,98,97,96,95,91,85,77,66,56.29999924,38,23.20000076,20.70000076
1,805,805,30,1,1,1,B1,1,BS01,100,98,90,81,75,66,58,44,34,19,13,9.199999809,5.5,2,
1,1001,1001,30,1,1,1,BA*,1,BS**,100,100,100,99,99,97,95,86,73,63,55,47.20000076,36.20000076,22,19.20000076
1,A310,1001,30,1,1,2,TP1,1,BS93,100,98,95,89,85,80,76,64,56,49,42,36.5,25.89999962,13.80000019,11.60000038
