LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,STATE_CODE_EXP,LAYER_NO,FIELD_SET,TEST_NO,TEST_NO_EXP,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,TEST_DATE,CONSTRUCTION_NO
2,0604,0606,1,Alabama,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BA512,BG305,18,14,4,10/12/2006,2
1,0606,0606,1,Alabama,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX03,BSX03,45,18,27,08/24/2006,2
2,0606,0606,1,Alabama,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA506,BG309,19,13,6,10/12/2006,2
1,0661,0606,1,Alabama,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX04,BSX04,53,18,35,08/24/2006,2
2,0661,0606,1,Alabama,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX06,BGX02,17,13,4,10/12/2006,2
1,0662,0606,1,Alabama,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX04,BSX04,53,18,35,08/24/2006,2
1,0662,0606,1,Alabama,1,1,3,Material sample obtained within test section limits.,TP2,BS58,50,22,28,04/03/2000,2
2,0662,0606,1,Alabama,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX06,BGX02,17,13,4,10/12/2006,2
1,3028,3028,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,44,18,26,12/18/1990,1
3,3028,3028,1,Alabama,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,12/18/1990,1
1,4007,4007,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,30,19,11,12/18/1990,1
1,4126,4126,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,21,19,2,07/03/1991,1
2,4127,4127,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,,,NP,05/29/1991,2
1,4155,4155,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,21,19,2,04/15/1991,1
2,4155,4155,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,04/15/1991,1
1,5008,5008,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,42,39,3,12/18/1990,1
2,6012,6012,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,,,NP,06/20/1991,1
1,A330,4125,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,23,15,8,04/15/1991,1
2,A350,4125,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,25,18,7,04/15/1991,1
1,B340,1019,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,17,15,2,07/22/1991,1
1,B350,1019,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,17,15,2,07/22/1991,1
1,C320,4155,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,23,19,4,04/15/1991,1
1,C320,4155,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,21,19,2,04/15/1991,1
2,C340,4155,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,04/15/1991,1
1,1001,1001,2,Alaska,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP2,BS81,18,0,NP,05/22/1991,1
3,1002,1002,2,Alaska,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG81,0,0,NP,05/24/1991,1
2,1008,1008,2,Alaska,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,0,0,NP,02/05/1991,1
1,0113,0120,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B315,BS15,,,NP,12/13/1993,1
1,0114,0114,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B309,BS09,24,17,7,12/17/1993,1
1,0116,0114,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B309,BS09,24,17,7,12/17/1993,1
1,0116,0117,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B304,BS04,,,NP,11/24/1993,1
1,0116,0124,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B305,BS05,,,NP,12/01/1993,1
1,0117,0119,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B307,BS07,,,NP,12/27/1993,1
2,0118,0118,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B312,BG12,,,NP,11/05/1993,1
2,0118,0160,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B302,BG02,,,NP,12/14/1993,1
1,0119,0119,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B307,BS07,,,NP,12/27/1993,1
2,0119,0119,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B308,BG08,21,,NP,11/08/1993,1
1,0120,0120,4,Arizona,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA265,BS265,27,13,14,02/12/2008,2
2,0120,0119,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B308,BG08,21,,NP,11/08/1993,1
1,0121,0121,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B314,BS14,21,18,3,12/22/1993,1
1,0161,0161,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B318,BS18,,,NP,11/15/1993,1
2,0214,0264,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B314,BG14,,,NP,12/15/1993,1
1,0216,0213,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B311,BS61,,,NP,12/08/1993,1
2,0216,0214,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B302,BG02,,,NP,12/14/1993,1
2,0216,0221,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B310,BG10,,,NP,12/13/1993,1
1,0219,0216,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B306,BS06,22,19,3,12/08/1993,1
1,0221,0213,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B311,BS61,,,NP,12/08/1993,1
1,0221,0261,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B301,BS01,25,21,4,12/10/1993,1
2,0221,0214,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B302,BG02,,,NP,12/14/1993,1
2,0221,0221,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B310,BG10,,,NP,12/13/1993,1
2,0221,0224,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B305,BG05,,,NP,12/14/1993,1
1,0222,0222,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B303,BS03,31,20,11,12/13/1993,1
2,0222,0221,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B310,BG10,,,NP,12/13/1993,1
2,0222,0260,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B318,BG18,,,NP,12/15/1993,1
1,0223,0216,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B306,BS06,22,19,3,12/08/1993,1
1,0224,0263,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B313,BS13,28,20,8,12/20/1993,1
2,0224,0215,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B307,BG07,,,NP,12/20/1993,1
1,0260,0260,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B317,BS17,24,19,5,12/22/1993,1
2,0260,0224,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B305,BG05,,,NP,12/14/1993,1
2,0261,0214,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B302,BG02,,,NP,12/14/1993,1
2,0261,0224,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B305,BG05,,,NP,12/14/1993,1
2,0263,0214,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B302,BG02,,,NP,12/14/1993,1
1,0264,0264,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B15,BS15,40,18,22,10/18/1993,1
1,0264,0267,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B316,BS16,28,19,9,12/20/1993,1
2,0264,0214,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B302,BG02,,,NP,12/14/1993,1
2,0264,0221,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B310,BG10,,,NP,12/13/1993,1
2,0264,0260,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B318,BG18,,,NP,12/15/1993,1
1,0265,0224,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B13,BS13,31,24,7,10/18/1993,1
1,0265,0264,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B15,BS15,40,18,22,10/18/1993,1
2,0265,0214,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B302,BG02,,,NP,12/14/1993,1
1,0266,0264,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B15,BS15,40,18,22,10/18/1993,1
1,0267,0218,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B12,BS12,28,28,NP,10/21/1993,1
1,0267,0265,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B315,BS15,36,19,17,12/14/1993,1
1,0268,0222,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B303,BS03,31,20,11,12/13/1993,1
2,0501,0504,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,,,NP,07/05/1991,1
2,0501,0559,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*4,,,NP,07/05/1991,1
1,0502,0509,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS*2,23,18,5,07/05/1991,1
2,0502,0502,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG91,,,NP,07/01/1991,1
1,0503,0559,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*4,24,18,6,07/05/1991,1
2,0504,0509,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*2,,,NP,07/05/1991,1
1,0505,0506,4,Arizona,1,4,3,Material sample obtained within test section limits.,TP2,BG02,23,16,7,11/20/2008,7
1,0505,0507,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS*1,21,16,5,07/05/1991,1
2,0505,0509,4,Arizona,2,4,3,Material sample obtained within test section limits.,TP1,BS01,22,17,5,11/24/2008,6
1,0506,0502,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS92,28,20,8,07/05/1991,1
1,0506,0559,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*4,24,18,6,07/05/1991,1
2,0506,0559,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*4,,,NP,07/05/1991,1
2,0507,0507,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*1,,,NP,07/01/1991,1
1,0508,0504,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,22,16,6,07/05/1991,1
1,0508,0505,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*3,27,19,8,07/05/1991,1
2,0508,0502,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG91,,,NP,07/01/1991,1
2,0508,0507,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*1,,,NP,07/01/1991,1
2,0508,0509,4,Arizona,2,4,3,Material sample obtained within test section limits.,TP1,BS01,22,17,5,11/24/2008,6
1,0509,0502,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS92,28,20,8,07/05/1991,1
1,0509,0504,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,22,16,6,07/05/1991,1
1,0509,0559,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*4,24,18,6,07/05/1991,1
2,0509,0508,4,Arizona,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BA262,BG262,20,22,NP,02/12/2008,5
1,0559,0559,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*4,24,18,6,07/05/1991,1
1,0560,0504,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,22,16,6,07/05/1991,1
2,0560,0502,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG91,,,NP,07/01/1991,1
2,0560,0507,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*5,,,NP,07/05/1991,1
2,0602,0608,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*5,21,16,5,12/07/1992,1
3,0602,0662,4,Arizona,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*3,19,17,2,12/07/1992,1
2,0603,0604,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*2,20,15,5,12/07/1992,1
2,0605,0608,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*5,21,16,5,12/07/1992,1
2,0606,0603,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*4,20,16,4,12/07/1992,1
2,0606,0604,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*2,20,15,5,12/07/1992,1
2,0664,0604,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*2,20,15,5,12/07/1992,1
2,0669,0604,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*2,20,15,5,12/07/1992,1
1,0902,0902,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B26,BS26,27,21,6,12/06/1993,1
1,0903,0903,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B25,BS25,21,,NP,11/08/1993,1
1,1018,1018,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,23,14,9,05/07/1990,2
2,1018,1018,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,26,16,10,04/25/1990,2
2,1024,1024,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,15,0,NP,03/28/1990,2
2,1025,1025,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,17,0,NP,03/28/1990,1
2,1036,1036,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,08/23/1989,1
1,1037,1037,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,10/16/1989,1
1,1062,1062,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,0,0,NP,02/01/1990,2
2,6054,6054,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,05/07/1990,1
1,6060,6060,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,26,14,12,04/19/1990,2
1,7614,7614,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,04/12/1990,1
1,A310,1036,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS70,35,20,15,08/23/1989,1
1,A320,1036,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,28,19,9,08/23/1989,1
2,A330,1036,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG70,0,0,NP,08/23/1989,1
1,A350,1036,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,28,19,9,08/23/1989,1
