LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,CONSTRUCTION_NO
3,0503,0505,83,3,1,2,TP2,BG57,,,NP,1
1,0504,0505,83,1,4,1,BAX16,BSX16,17,11,6,5
2,0504,0502,83,2,1,2,TP1,BG56,,,NP,1
3,0504,0507,83,3,1,1,TP3,BG59,,,NP,1
2,0505,0503,83,2,1,1,TP5,BG64,,,NP,1
2,0505,0507,83,2,1,1,TP3,BG60,,,NP,1
2,0505,0508,83,2,1,2,TP4,BG62,,,NP,1
1,0506,0506,83,1,4,2,BAX13,BSX13,16,13,3,4
1,9005,9005,48,1,1,2,TP1,BS55,50,21,29,1
2,9005,9005,48,2,1,2,TP1,BG55,26,17,9,1
2,A320,1094,48,2,1,2,TP1,BG55,17,15,2,1
2,A330,1094,48,2,1,1,BA*,BG**,17,15,2,1
1,A502,A506,48,1,1,1,TP3,BS03,97,28,69,1
3,A502,A506,48,3,3,2,BA306,BT308,27,24,3,2
1,A503,A506,48,1,1,1,TP3,BS03,97,28,69,1
1,A503,A507,48,1,3,1,BAX03,BSX03,84,23,61,2
3,A503,A508,48,3,3,2,BA301,BT301,28,20,8,2
1,A504,A503,48,1,1,1,TP2,BS02,77,26,51,1
3,A504,A504,48,3,3,1,BAX02,BTX02,26,18,8,2
3,A504,A508,48,3,3,2,BA301,BT301,28,20,8,2
1,A505,1069,48,1,1,1,BA*,BS**,76,34,42,1
2,A505,A506,48,2,3,2,BA503,BG309,47,23,24,2
3,A505,A503,48,3,3,1,BAX01,BTX01,29,26,3,2
1,A506,1069,48,1,1,1,BA*,BS**,76,34,42,1
1,A506,A503,48,1,3,1,BAX01,BSX01,90,19,71,2
3,A506,A504,48,3,3,1,BAX02,BTX02,26,18,8,2
3,A506,A506,48,3,3,2,BA306,BT308,27,24,3,2
1,A507,1069,48,1,1,1,BA*,BS**,76,34,42,1
1,A507,A507,48,1,3,1,BAX03,BSX03,84,23,61,2
3,A507,A507,48,3,3,1,BAX03,BTX03,30,20,10,2
1,A508,A503,48,1,1,1,TP2,BS02,77,26,51,1
2,A508,A506,48,2,3,2,BA306,BG308,55,26,29,2
2,A508,A507,48,2,3,1,BAX03,BGX03,62,25,37,2
1,A807,A807,48,1,8,1,BAX01,BSX01,28,17,11,1
2,A807,A807,48,2,8,2,BAX02,BGX02,26,31,NP,1
2,A808,A808,48,2,8,3,BAX03,BGX03,23,28,NP,1
1,B330,1069,48,1,1,2,TP1,BS55,69,29,40,1
1,C410,3589,48,1,1,1,BA*,BS**,,,NP,1
2,C420,3589,48,2,1,2,BA*,BG**,,,NP,1
1,C430,3589,48,1,1,1,BA*,BS**,,,NP,1
1,D310,2172,48,1,1,1,BA*,BS**,21,16,5,1
2,D320,2172,48,2,1,2,TP1,BG55,26,20,6,1
1,E330,1183,48,1,1,1,BA*,BS**,29,14,15,1
1,E350,1183,48,1,1,1,BA*,BS**,29,14,15,1
1,E351,1183,48,1,1,1,BA*,BS**,29,14,15,1
2,E351,1183,48,2,1,2,TP1,BG55,27,15,12,1
1,F320,3579,48,1,1,1,BA*,BS**,35,15,20,1
1,F340,3579,48,1,1,2,TP1,BS55,44,18,26,1
3,F350,3579,48,3,1,2,TP1,BG55,0,0,NP,1
2,G330,1169,48,2,1,2,BA*,BG**,,,NP,1
2,G350,1169,48,2,1,2,BA*,BG**,,,NP,1
2,G350,1169,48,2,1,1,BA*,BG**,,,NP,1
3,H310,1050,48,3,1,2,TP1,BG55,,,NP,1
1,H320,1050,48,1,1,1,BA*,BS**,32,17,15,1
1,H330,1050,48,1,1,2,TP1,BS55,49,24,25,1
3,H330,1050,48,3,1,2,TP1,BG55,,,NP,1
1,H350,1050,48,1,1,2,TP1,BS55,49,24,25,1
2,I320,3559,48,2,1,1,BA*,BG**,,,NP,1
1,I340,3559,48,1,1,2,BA*,BS**,38,26,12,1
1,J320,1122,48,1,1,1,BA*,BS**,,,NP,1
2,J330,1122,48,2,1,1,BA*,BG**,,,NP,1
1,J340,1122,48,1,1,1,BA*,BS**,,,NP,1
3,J340,1122,48,3,1,1,BA*,BG**,16,14,2,1
2,J350,1122,48,2,1,1,BA*,BG**,,,NP,1
1,J351,1122,48,1,1,2,TP1,BS55,26,14,12,1
2,K310,9005,48,2,1,2,TP1,BG55,26,17,9,1
2,L330,3769,48,2,1,2,TP1,BG55,,,NP,1
1,L340,3769,48,1,1,2,TP1,BS55,,,NP,1
1,M330,3749,48,1,1,2,TP1,BS55,42,18,24,1
1,N310,3739,48,1,1,2,TP1,BS55,,,NP,1
1,N320,3739,48,1,1,1,BA*,BS**,,,NP,1
3,N320,3739,48,3,1,1,BA*,BG**,,,NP,1
1,N330,3739,48,1,1,2,TP1,BS55,,,NP,1
2,Q310,3865,48,2,1,1,BA*,BG**,18,17,1,1
1,Q330,3865,48,1,1,1,BA*,BS**,22,15,7,1
3,Q350,3865,48,3,1,1,BA*,BG**,19,15,4,1
1,Q353,3865,48,1,1,2,BA*,BS**,20,14,6,1
1,0803,0804,49,1,1,2,B3,BS03,34,20,14,1
2,0803,0804,49,2,1,2,B6,BS06,28,22,6,1
3,0803,0803,49,3,1,1,B7,BG07,,,NP,1
1,0804,0804,49,1,1,1,B2,BS02,39,16,23,1
2,1004,1004,49,2,1,1,BA*,BG**,0,0,NP,1
1,1006,1006,49,1,1,1,BA*,BS**,21,14,7,1
1,1017,1017,49,1,1,2,TP1,BS93,25,19,6,2
3,1017,1017,49,3,1,2,TP1,BG91,22,17,5,2
2,3010,3010,49,2,1,1,BA*,BG**,29,15,14,1
2,3011,3011,49,2,1,2,BA*,BG**,0,0,NP,1
1,3015,3015,49,1,1,2,BA*,BS**,0,0,NP,1
3,7083,7083,49,3,1,1,BA*,BG**,0,0,NP,1
2,A320,1004,49,2,1,1,BA*,BG**,0,0,NP,1
2,A332,1004,49,2,1,1,BA*,BG**,0,0,NP,1
2,A352,1004,49,2,1,2,TP1,BG91,0,0,NP,1
1,A361,1004,49,1,1,1,BA*,BS**,0,0,NP,1
2,A361,1004,49,2,1,1,BA*,BG**,0,0,NP,1
1,B320,1017,49,1,1,1,BA*,BS**,25,19,6,2
3,B350,1017,49,3,1,1,BA*,BG**,22,17,5,2
2,C320,1006,49,2,1,2,TP1,BG91,17,12,5,1
2,C331,1006,49,2,1,2,TP1,BG91,17,12,5,1
2,C430,7082,49,2,1,1,BA1,BG02,0,0,NP,1
2,C431,7082,49,2,1,2,BA4,BG06,0,0,NP,1
3,C431,7082,49,3,1,2,BA4,BG05,0,0,NP,1
2,C440,7082,49,2,1,1,BA1,BG02,0,0,NP,1
1,C441,7082,49,1,1,1,BA1,BS01,26,20,6,1
2,C441,7082,49,2,1,1,BA1,BG02,0,0,NP,1
3,C441,7082,49,3,1,1,BA1,BG01,0,0,NP,1
2,C443,7082,49,2,1,2,BA4,BG06,0,0,NP,1
2,C444,7082,49,2,1,1,BA1,BG02,0,0,NP,1
3,C444,7082,49,3,1,2,BA4,BG05,0,0,NP,1
1,C447,7082,49,1,1,1,BA1,BS01,26,20,6,1
1,C449,7082,49,1,1,2,BA4,BS03,24,19,5,1
1,0106,0111,1,1,1,2,B3,BS03,47,29,18,1
1,0205,0210,39,1,1,2,B2,BS02,31,16,15,1
1,0206,0205,39,1,1,2,B4,BS04,37,20,17,1
1,0207,0211,39,1,4,2,BAX06,BSX06,28,15,13,1
1,0208,0204,39,1,4,2,BAX04,BSX04,40,18,22,1
1,0208,0205,39,1,1,2,B4,BS04,37,20,17,1
1,0208,0209,39,1,1,2,B5,BS05,32,16,16,1
1,0209,0209,39,1,1,2,B5,BS05,32,16,16,1
2,0209,0264,39,2,1,2,B25,BG25,,,NP,1
2,0210,0204,39,3,1,1,B19,BG19,,,NP,1
1,0211,0209,39,1,1,2,B5,BS05,32,16,16,1
1,0212,0210,39,1,1,2,B2,BS02,31,16,15,1
3,0259,0203,39,2,1,2,B23,BG23,,,NP,1
2,0263,0264,39,2,1,2,B25,BG25,,,NP,1
1,0264,0204,39,1,4,2,BAX04,BSX04,40,18,22,1
1,0264,0209,39,1,1,2,B5,BS05,32,16,16,1
1,0265,0262,39,1,1,2,B8,BS08,47,20,27,1
3,0265,0204,39,3,1,1,B19,BG19,,,NP,1
1,0809,0810,39,1,1,1,B5,BS05,44,18,26,1
1,0809,0810,39,1,1,2,B4,BS04,34,20,14,1
1,0810,0810,39,1,1,2,B4,BS04,34,20,14,1
1,0810,0810,39,1,1,1,B19,BS19,35,17,18,1
1,0810,0810,39,1,1,2,B18,BS18,30,17,13,1
1,0903,0902,39,1,1,3,A6,TS10,28,,10,1
1,9006,9006,39,1,1,1,BX03,BSX03,29,18,11,1
1,A411,4018,39,1,1,1,BX01,BSX01,21,16,5,1
1,B430,3801,39,1,1,2,BX01,BSX01,29,19,10,1
1,0113,0114,40,1,1,2,B1,BS01,27,19,8,1
1,0114,0116,40,1,1,2,B2,BS02,44,19,25,1
2,0117,0113,40,2,5,1,BA502,BT302,23,18,5,2
3,0117,0114,40,3,2,2,B7,BG01,,,NP,1
1,0118,0120,40,1,1,2,B5,BS05,41,17,24,1
2,0118,0123,40,2,5,2,BA303,BT303,20,17,3,2
3,0118,0114,40,3,2,2,B7,BG01,,,NP,1
1,0119,0122,40,1,1,2,B4,BS04,31,16,15,1
2,0119,0113,40,2,5,1,BA502,BT302,23,18,5,2
1,0120,0123,40,1,1,2,B6,BS06,36,16,20,1
3,0120,0117,40,3,2,2,B8,BG02,,,NP,1
1,0121,0122,40,1,1,2,B4,BS04,31,16,15,1
1,0122,0116,40,1,1,2,B2,BS02,44,19,25,1
1,0122,0122,40,1,1,2,B4,BS04,31,16,15,1
2,0122,0114,40,2,5,2,BA501,BT301,21,17,4,2
2,0123,0113,40,2,5,1,BA502,BT302,23,18,5,2
1,0124,0116,40,1,1,2,B2,BS02,44,19,25,1
2,0124,0113,40,2,5,1,BA502,BT302,23,18,5,2
2,0124,0114,40,2,5,2,BA501,BT301,21,17,4,2
1,0160,0116,40,1,1,2,B2,BS02,44,19,25,1
3,0160,0117,40,3,2,2,B8,BG02,,,NP,1
1,0501,0502,40,1,1,1,BA3,BS03,34,17,17,1
1,0503,0502,40,1,1,1,BA3,BS03,34,17,17,1
1,0505,0504,40,1,1,1,BA6,BS06,37,16,21,1
1,0505,0504,40,1,1,1,BA4,BS04,36,16,20,1
1,0508,0502,40,1,1,1,BA2,BS02,35,17,18,1
1,0601,0606,40,1,1,1,TP3,BS57,32,17,15,1
2,0601,0601,40,2,1,1,TP1,BG55,21,17,4,1
2,0601,0606,40,2,1,1,TP3,BG57,20,16,4,1
1,0603,0602,40,1,4,1,BAX01,BSX01,33,14,19,6
2,0603,0603,40,2,4,2,BAX02,BGX02,17,21,NP,5
1,0604,0604,40,1,4,2,BAX03,BSX03,40,14,26,4
2,0604,0604,40,2,1,1,TP2,BG56,21,16,5,1
2,0605,0603,40,2,4,2,BAX02,BGX02,17,21,NP,5
1,0606,0606,40,1,1,1,TP3,BS57,32,17,15,1
2,0606,0601,40,2,1,1,TP1,BG55,21,17,4,1
2,0607,0603,40,2,4,2,BAX02,BGX02,17,21,NP,5
2,0607,0604,40,2,1,1,TP2,BG56,21,16,5,1
1,0608,0601,40,1,1,1,TP1,BS55,55,19,36,1
1,1015,1015,40,1,1,2,BA*,BS**,,,NP,1
1,4086,4086,40,1,1,1,BA*,BS**,,,NP,2
1,4088,4088,40,1,1,1,BA*,BS**,24,15,9,1
1,4155,4155,40,1,1,2,BA*,BS**,,,NP,1
1,4158,4158,40,1,1,2,BA*,BS**,,,NP,1
1,6010,6010,40,1,1,2,BA*,BS**,29,21,8,1
1,A320,4087,40,1,1,1,BA*,BS**,44,23,21,1
1,A330,4087,40,1,1,2,BA*,BS**,25,18,7,1
2,A410,4160,40,2,1,2,BA*,BG**,21,14,7,1
1,B320,1015,40,1,1,2,BA*,BS**,,,NP,1
1,2002,2002,41,1,1,1,BA*,BS**,33,25,8,1
1,5008,5008,41,1,1,2,BA*,BS**,31,20,11,1
2,5021,5021,41,2,1,2,BA*,BG**,32,21,11,1
2,5022,5022,41,2,1,1,BA*,BG**,25,16,9,1
1,6012,6012,41,1,1,2,TP1,BS93,0,0,NP,1
1,7018,7018,41,1,1,2,BA*,BS**,45,24,21,1
1,7018,7018,41,1,1,1,BA*,BS**,50,24,26,1
1,7025,7025,41,1,1,1,BA*,BS**,38,21,17,1
1,7081,7081,41,1,1,2,BA*,BS**,0,0,NP,1
2,0601,0608,42,2,5,2,BA245,BG245,23,15,8,2
2,0601,0608,42,2,4,3,BA6,BG06,,,NP,2
2,0602,0603,42,2,3,3,B5,BG05,,,,2
2,0602,0608,42,2,5,2,BA244,BG244,20,15,5,2
1,0604,0608,42,1,5,2,BA244,BS244,26,15,11,2
1,0604,0608,42,1,4,3,BA6,BS06,22,15,7,2
2,0604,0608,42,2,5,2,BA244,BG244,20,15,5,2
1,0605,0608,42,1,5,2,BA244,BS244,26,15,11,2
2,0605,0662,42,2,3,1,BA508,BG246,18,15,3,2
2,0107,0102,1,2,5,1,BAX04,BGX03,13,16,NP,2
1,0108,0108,1,1,1,2,B2,BS02,42,28,14,1
2,0108,0106,1,2,2,2,B9,BG09,,,NP,1
1,0109,0102,1,1,5,1,BA509,BS312,41,24,17,2
1,0109,0103,1,1,1,2,B5,BS05,46,28,18,1
2,0109,0102,1,2,5,1,BAX03,BGX02,14,16,NP,2
2,0109,0106,1,2,2,2,B9,BG09,,,NP,1
1,0110,0102,1,1,5,1,BA510,BS313,39,24,15,2
1,0111,0111,1,1,1,2,B3,BS03,47,29,18,1
1,0161,0109,1,1,5,2,BAX02,BSX02,44,20,24,1
1,0161,0110,1,1,5,2,BA301,BS307,40,25,15,1
2,0161,0102,1,2,5,1,BA511,BG306,14,17,np,2
2,0161,0102,1,2,5,1,BA509,BG304,13,16,np,2
2,0161,0106,1,2,2,2,B9,BG09,,,NP,1
2,0161,0108,1,2,2,2,B8,BG08,,,NP,1
1,0163,0102,1,1,5,1,BA511,BS314,41,21,20,2
1,0163,0108,1,1,1,2,B2,BS02,42,28,14,1
1,0163,0110,1,1,5,2,BA507,BS308,44,25,19,1
1,0502,0508,1,1,1,2,BA5,BS05,0,0,NP,1
1,0502,4155,1,1,1,2,BA*,BS**,23,19,4,1
2,0502,0506,1,2,4,2,BA303,BG306,20,15,5,2
2,0502,4155,1,2,1,2,BA*,BG**,,,NP,1
3,0502,0502,1,3,1,1,TP1,BG55,0,0,NP,1
1,0503,0508,1,1,1,2,BA6,BS06,0,0,NP,1
1,0503,4155,1,1,1,2,BA*,BS**,23,19,4,1
2,0503,0504,1,2,4,2,BA503,BG316,28,18,10,2
3,0503,0502,1,3,1,1,TP1,BG55,0,0,NP,1
3,0503,0504,1,3,4,2,BA304,BG309,24,18,6,2
2,0504,0506,1,2,1,1,BA1,BG02,0,0,NP,1
2,0504,4155,1,2,1,1,BA*,BG**,,,NP,1
1,0505,0502,1,1,1,1,TP1,BS55,0,0,NP,1
1,0505,0506,1,1,1,1,BA2,BS02,0,0,NP,1
1,0505,0506,1,1,1,1,BA1,BS01,0,0,NP,1
1,0505,0508,1,1,1,2,BA5,BS05,0,0,NP,1
2,0505,0504,1,2,4,2,BA305,BG312,26,15,11,2
3,0505,0503,1,3,4,1,BA309,BG321,27,17,10,2
1,0506,0506,1,1,1,1,BA2,BS02,0,0,NP,1
2,0506,4155,1,2,1,1,BA*,BG**,,,NP,1
3,0506,0506,1,3,4,2,BA302,BG303,23,18,5,2
3,0506,0508,1,3,1,2,BA5,BG09,,,NP,1
1,0507,0506,1,1,1,1,BA3,BS03,0,0,NP,1
2,0507,0504,1,2,4,2,BA306,BG314,27,17,10,2
2,0507,4155,1,2,1,1,BA*,BG**,,,NP,1
2,0508,0504,1,2,4,2,BA306,BG314,27,17,10,2
2,0508,0504,1,2,4,2,BA305,BG312,26,15,11,2
2,0508,0508,1,2,1,2,BA4,BG08,,,NP,1
3,0508,0508,1,3,1,2,BA5,BG09,,,NP,1
1,0509,0508,1,1,1,2,BA6,BS06,0,0,NP,1
2,0509,0506,1,2,4,2,BA501,BG308,23,17,6,2
2,0509,0506,1,2,4,2,BA301,BG302,22,15,7,2
2,0509,0506,1,2,4,2,BA303,BG306,20,15,5,2
3,0509,0506,1,3,1,1,BA2,BG03,0,0,NP,1
1,0563,0506,1,1,4,2,BA303,BS303,22,16,6,2
2,0563,0504,1,2,4,2,BA503,BG316,28,18,10,2
2,0563,0504,1,2,4,2,BA306,BG314,27,17,10,2
2,0563,0506,1,2,4,2,BA501,BG308,23,17,6,2
2,0563,4155,1,2,1,2,BA*,BG**,,,NP,1
1,0564,4155,1,1,1,1,BA*,BS**,21,19,2,1
2,0564,0504,1,2,4,2,BA305,BG312,26,15,11,2
1,0601,0605,1,1,1,3,TP1,BS57,30,18,12,2
1,0602,0605,1,1,1,3,TP1,BS57,30,18,12,2
2,0602,0606,1,2,3,1,BAX05,BGX01,16,14,2,2
2,0602,0606,1,2,3,2,BA506,BG309,19,13,6,2
1,0603,0606,1,1,3,2,BAX04,BSX04,53,18,35,2
2,0603,0606,1,2,3,2,BAX06,BGX02,17,13,4,2
2,0603,0607,1,2,1,2,BA2,BG02,17,14,3,2
1,0604,0606,1,1,3,2,BAX04,BSX04,53,18,35,2
1,0604,0606,1,1,3,1,BAX02,BSX02,50,17,33,2
1,0604,0606,1,1,3,1,BA511,BS306,45,18,27,2
2,0604,0607,1,2,1,2,BA2,BG02,17,14,3,2
2,0605,0606,1,2,3,1,BAX05,BGX01,16,14,2,2
2,0607,0605,1,2,1,3,TP1,BG57,14,12,2,2
2,0608,0605,1,2,1,3,TP1,BG57,14,12,2,2
2,0608,0606,1,2,1,3,TP2,BG58,12,10,2,2
2,0661,0605,1,2,1,3,TP1,BG57,14,12,2,2
2,0661,0607,1,2,1,2,BA3,BG03,20,14,6,2
1,0663,0607,1,1,1,2,BA2,BS02,35,18,17,2
2,0663,0606,1,2,3,1,BA512,BG305,18,14,4,2
1,1001,1001,1,1,1,2,TP1,BS55,25,18,7,1
2,4007,4007,1,2,1,2,BA*,BG**,32,23,9,1
1,4073,4073,1,1,1,2,BA*,BS**,56,33,23,1
2,4125,4125,1,2,1,2,BA*,BG**,25,18,7,1
1,4129,4129,1,1,1,1,BA*,BS**,31,24,7,2
2,4129,4129,1,2,1,2,TP1,BG56,,,NP,2
2,4155,4155,1,2,1,2,BA*,BG**,,,NP,1
1,5008,5008,1,1,1,2,BA*,BS**,,,NP,1
1,6012,6012,1,1,1,2,TP1,BS55,,,NP,1
1,6012,6012,1,1,1,1,BA*,BS**,19,16,3,1
2,A320,4125,1,2,1,2,BA*,BG**,25,18,7,1
1,A340,4125,1,1,1,1,BA*,BS**,23,15,8,1
2,A340,4125,1,2,1,1,BA*,BG**,,,NP,1
2,B310,1019,1,2,1,2,TP1,BG55,,,NP,1
2,0203,0202,6,2,1,2,B11,BG11,,,NP,1
2,0203,0212,6,2,1,1,B15,BG15,,,NP,1
1,0205,0202,6,1,1,2,B11,BS11,,,NP,1
1,0205,0210,6,1,1,1,B10,BS10,,,NP,1
1,0206,0206,6,1,1,1,B9,BS09,,,NP,1
1,0210,0211,6,1,1,1,B7,BS07,,,NP,1
2,0210,0212,6,2,1,1,B15,BG15,,,NP,1
1,0212,0202,6,1,1,2,B11,BS11,,,NP,1
2,0212,0202,6,2,1,2,B11,BG11,,,NP,1
2,0212,0211,6,2,1,1,B13,BG13,,,NP,1
1,0501,0502,6,1,3,1,BA020*,BS020*,,,NP,4
1,0501,0505,6,1,1,2,BA3,BS01,,,NP,1
1,0501,0509,6,1,1,2,BA5,BS01,24,18,6,1
1,0501,0560,6,1,1,1,BA8,BS02,,,NP,1
2,0501,0501,6,2,1,1,BA1,BG01,,,NP,1
2,0501,0505,6,2,1,2,BA3,BG01,,,NP,1
2,0501,0507,6,2,1,2,TP2,BG92,,,NP,1
2,0501,0568,6,2,1,1,BA11,BG01,,,NP,1
1,0502,0509,6,1,1,2,BA5,BS01,24,18,6,1
1,0503,0505,6,1,1,2,BA4,BS02,,,NP,1
2,0503,0502,6,2,3,1,BA020*,BG020*,,,NP,4
2,0503,0566,6,2,1,2,TP4,BG91,,,NP,1
1,0504,0504,6,1,3,2,BA040*,BS040*,,,NP,3
1,0504,0560,6,1,1,1,BA8,BS02,,,NP,1
2,0504,0504,6,2,3,2,BA040*,BG040*,,,NP,3
2,0504,0507,6,2,1,2,TP2,BG92,,,NP,1
1,0505,0505,6,1,1,2,BA4,BS02,,,NP,1
1,0505,0507,6,1,1,2,TP2,BS93,23,19,4,1
2,0505,0502,6,2,1,2,TP1,BG92,,,NP,1
2,0505,0564,6,2,1,2,BA9,BG01,,,NP,1
1,0506,0502,6,1,3,1,BA020*,BS020*,,,NP,4
1,0506,0566,6,1,1,2,TP4,BS92,,,NP,1
2,0506,0509,6,2,1,2,BA5,BG01,,,NP,1
2,0507,0566,6,2,1,2,TP4,BG91,,,NP,1
1,0508,0507,6,1,1,2,TP2,BS93,23,19,4,1
1,0508,0508,6,1,3,1,BA080*,BS080*,,,NP,3
1,0509,0501,6,1,1,1,BA1,BS01,,,NP,1
2,0509,0507,6,2,1,2,TP2,BG92,,,NP,1
2,0509,0560,6,2,1,1,BA8,BG02,,,NP,1
2,0509,0564,6,2,1,2,BA9,BG01,,,NP,1
2,0559,0501,6,2,1,1,BA1,BG01,,,NP,1
2,0559,0504,6,2,3,2,BA040*,BG040*,,,NP,3
2,0559,0561,6,2,1,2,TP3,BG91,,,NP,1
1,0560,0502,6,1,1,2,TP1,BS93,,,NP,1
1,0560,0566,6,1,1,2,TP4,BS92,,,NP,1
2,0560,0501,6,2,1,1,BA1,BG01,,,NP,1
2,0560,0502,6,2,3,1,BA020*,BG020*,,,NP,4
2,0560,0505,6,2,1,2,BA4,BG02,,,NP,1
1,0561,0560,6,1,1,1,BA8,BS02,,,NP,1
2,0561,0560,6,2,1,1,BA7,BG01,,,NP,1
2,0561,0564,6,2,1,2,BA9,BG01,,,NP,1
2,0561,0564,6,2,1,2,BA10,BG02,,,NP,1
2,0561,0568,6,2,1,1,BA11,BG01,,,NP,1
1,0562,0564,6,1,1,2,BA9,BS01,,,NP,1
2,0562,0501,6,2,1,1,BA2,BG02,,,NP,1
2,0562,0560,6,2,1,1,BA8,BG02,,,NP,1
2,0562,0564,6,2,1,2,BA9,BG01,,,NP,1
2,0563,0505,6,2,1,2,BA3,BG01,,,NP,1
2,0563,0509,6,2,1,2,BA6,BG02,,,NP,1
2,0563,0560,6,2,1,1,BA7,BG01,,,NP,1
2,0564,0502,6,2,3,1,BA020*,BG020*,,,NP,4
2,0564,0561,6,2,1,2,TP3,BG91,,,NP,1
2,0564,0564,6,2,1,2,BA10,BG02,,,NP,1
1,0565,0564,6,1,1,2,BA9,BS01,,,NP,1
2,0565,0561,6,2,1,2,TP3,BG91,,,NP,1
1,0566,0505,6,1,1,2,BA3,BS01,,,NP,1
1,0566,0509,6,1,1,2,BA6,BS02,23,20,3,1
1,0566,0560,6,1,1,1,BA8,BS02,,,NP,1
2,0566,0501,6,2,1,1,BA1,BG01,,,NP,1
1,0567,0508,6,1,3,1,BA080*,BS080*,,,NP,3
1,0567,0560,6,1,1,1,BA7,BS01,,,NP,1
1,0567,0566,6,1,1,1,TP4,BS92,,,NP,1
2,0567,0561,6,2,1,2,TP3,BG91,,,NP,1
2,0567,0568,6,2,1,1,BA11,BG01,,,NP,1
2,0568,0507,6,2,1,2,TP2,BG92,,,NP,1
2,0568,0561,6,2,1,2,TP3,BG91,,,NP,1
1,0569,0504,6,1,3,2,BA040*,BS040*,,,NP,3
1,0569,0505,6,1,1,2,BA3,BS01,,,NP,1
1,0569,0560,6,1,1,1,BA7,BS01,,,NP,1
1,0570,0560,6,1,1,1,BA8,BS02,,,NP,1
2,0570,0501,6,2,1,1,BA2,BG02,,,NP,1
2,0570,0568,6,2,1,1,BA12,BG02,,,NP,1
2,0571,0566,6,2,1,2,TP4,BG91,,,NP,1
1,0603,0606,6,1,3,2,BAX01,BSX01,21,24,NP,6
1,0607,0659,6,1,3,1,BA262,BS262,23,29,NP,4
1,0607,3005,6,1,1,1,BA*,BS**,0,0,NP,1
1,0661,0661,6,1,3,1,BA263,BS263,19,23,NP,7
1,0662,0662,6,1,3,2,BAX02,BSX02,21,27,NP,5
1,0662,3005,6,1,1,2,BA*,BS**,0,0,NP,1
1,0664,3005,6,1,1,2,BA*,BS**,0,0,NP,1
1,0811,0811,6,1,1,1,B7,BS07,,,NP,1
1,0812,0812,6,1,1,2,B8,BS08,,,NP,1
1,2002,2002,6,1,1,2,TP1,BS92,28,20,8,1
1,2004,2004,6,1,1,1,BA*,BS**,27,24,3,1
2,2038,2038,6,2,1,2,TP1,BG91,0,0,NP,1
2,2038,2038,6,2,1,1,BA*,BG**,0,0,NP,1
1,2040,2040,6,1,1,2,TP1,BS92,48,21,27,1
1,2051,2051,6,1,1,2,TP1,BS55,39,23,16,1
1,3005,3005,6,1,1,1,BA*,BS**,0,0,NP,1
2,3030,3030,6,2,1,2,BA*,BG**,28,20,8,1
2,3042,3042,6,2,1,1,BA*,BG**,29,27,2,1
1,6044,6044,6,1,1,1,BA*,BS**,43,28,15,1
2,7455,7455,6,2,1,1,BA*,BG**,21,13,8,1
1,7493,7493,6,1,1,1,BA*,BS**,0,0,NP,1
1,8149,8149,6,1,1,1,BA*,BS**,25,18,7,1
1,8151,8151,6,1,1,1,BA*,BS**,0,0,NP,1
1,8156,8156,6,1,1,1,BA*,BS**,0,0,NP,1
1,8202,8202,6,1,1,2,TP1,BS91,0,0,NP,1
3,8534,8534,6,3,1,2,TP1,BG91,0,0,NP,1
3,8534,8534,6,3,1,1,BA*,BG**,0,0,NP,1
3,8535,8535,6,3,1,2,TP1,BG91,0,0,NP,1
1,9048,9048,6,1,1,2,BA*,BS**,0,0,NP,1
1,9107,9107,6,1,1,1,BA*,BS**,0,0,NP,1
2,A311,1253,6,2,1,1,BA*,BG**,20,16,4,1
1,A321,1253,6,1,1,2,TP1,BS92,0,0,NP,1
2,A330,1253,6,2,1,1,BA*,BG**,20,16,4,1
1,A340,1253,6,1,1,1,BA*,BS**,28,17,11,1
1,A351,1253,6,1,1,1,BA*,BS**,28,17,11,1
1,A361,1253,6,1,1,2,TP1,BS92,0,0,NP,1
1,A361,1253,6,1,1,1,BA*,BS**,28,17,11,1
2,A362,1253,6,2,1,2,TP1,BG91,0,0,NP,1
1,A411,3021,6,1,1,2,BA*,BS**,0,0,NP,1
2,A411,3021,6,2,1,2,BA*,BG**,0,0,NP,1
1,A420,3021,6,1,1,1,BA*,BS**,0,0,NP,1
1,A423,3021,6,1,1,2,BA*,BS**,0,0,NP,1
2,A423,3021,6,2,1,1,BA*,BG**,0,0,NP,1
1,A443,3021,6,1,1,2,BA*,BS**,0,0,NP,1
2,A443,3021,6,2,1,1,BA*,BG**,0,0,NP,1
1,A805,A805,6,1,3,1,BA261,BS261,16,16,NP,1
1,A805,A805,6,1,1,1,B5,BS05,,,NP,1
1,B412,7455,6,1,1,2,BA6,BS06,37,15,22,1
2,B412,7455,6,2,1,2,BA6,BG06,22,14,8,1
2,B423,7455,6,2,1,1,BA*,BG**,21,13,8,1
2,B430,7455,6,2,1,2,BA6,BG06,22,14,8,1
2,B441,7455,6,2,1,2,BA6,BG06,22,14,8,1
2,B452,7455,6,2,1,1,BA*,BG**,21,13,8,1
2,0213,0222,8,2,5,1,BAX05,BGX05,20,18,2,4
2,0213,0223,8,2,5,1,BAX06,BGX06,19,19,NP,1
