LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001,GT_2MM,COARSE_SAND,FINE_SAND,SILT,CLAY,COLLOIDS
1,0222,0222,8,1,5,1,BA266,4,BS266,100,100,100,100,100,99,99,97,95,89,77,61.29999924,35.20000076,21.20000076,,5,6,28,40.09999847,21.20000076,
1,0259,0259,8,1,1,2,B8,1,BS08,100,100,100,100,100,100,100,100,100,97,56,29.89999962,15.80000019,11.19999981,,0,10,60,18.70000076,11.19999981,
1,0508,0508,8,1,1,2,BA*,1,BS*1,100,100,100,100,100,100,100,96,87,61,52,48.29999924,33.5,21.5,18.10000038,13,26,13,26.79999924,21.5,18.10000038
1,0812,0812,8,1,1,7,B203,1,BS203,100,100,100,100,99,98,98,97,94,71,46,28.70000076,13.30000019,7.800000191,,6,23,42,20.89999962,7.800000191,
1,1047,1047,8,1,1,1,BA*,1,BS**,100,100,100,99,99,98,97,95,93,92,90,87.19999695,71.19999695,35.09999847,21.89999962,7,1,5,52.09999847,35.09999847,21.89999962
1,7036,7036,8,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,99,84,69,59.40000153,37.70000076,21.20000076,19.20000076,1,15,25,38.20000076,21.20000076,19.20000076
1,7780,7780,8,1,1,1,BA*,1,BS**,100,100,100,100,99,94,89,62,37,17,12,9.100000381,5.699999809,3,2.700000048,63,20,8,6.099999905,3,2.700000048
1,7783,7783,8,1,1,2,TP1,1,BS93,100,100,100,100,100,99,98,97,95,93,87,72.5,44.09999847,22.60000038,18.39999962,5,2,20,49.90000153,22.60000038,18.39999962
1,B320,2008,8,1,1,1,BA*,1,BS**,100,100,100,98,98,97,96,95,93,84,75,67.40000153,52.20000076,32.40000153,28,7,9,17,35,32.40000153,28
1,1803,1803,9,1,3,2,BA4,3,BS01,100,100,100,100,99,97,96,93,90,78,68,58.70000076,29.70000076,7.699999809,,10,12,19,51,7.699999809,
1,5001,5001,9,1,1,1,BX03,1,BSX03,100,100,100,94,93,88,84,76,68,52,34,20.29999924,6,2.099999905,1.399999976,32,16,32,18.20000076,2.099999905,1.399999976
2,0102,0102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,,0,17,70,7.199999809,5.599999905,
1,0103,0112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,,0,14,62,8.399999619,15.5,
1,0103,0159,10,1,1,1,B6,1,BS06,100,100,100,100,100,100,100,100,99,69,35,23.60000038,22.39999962,10.30000019,,1,24,48,16,10.30000019,
2,0103,0107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,,0,15,74,5.400000095,5.099999905,
2,0103,0111,10,2,2,2,BAX08,2,BSX08,100,100,100,100,100,100,100,100,99,82,33,17,13.69999981,8.300000191,,1,17,65,8.699999809,8.300000191,
1,0104,0102,10,1,1,1,B2,1,BS02,100,100,100,100,100,100,100,100,99,74,43,26.79999924,16.79999924,5.199999809,,1,21,51,21.60000038,5.199999809,
2,0104,0102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,,0,17,70,7.199999809,5.599999905,
2,0104,0107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,,0,15,74,5.400000095,5.099999905,
1,0105,0108,10,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,99,69,34,25.60000038,19.39999962,8,,1,26,48,17.20000076,8,
1,0106,0103,10,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,100,100,89,72,61.90000153,56.20000076,28.29999924,,0,11,27,34,28.29999924,
2,0106,0160,10,2,2,2,BAX07,2,BSX07,100,100,100,100,100,100,100,100,100,78,33,17.60000038,13,7.099999905,,0,22,60.40000153,10.5,7.099999905,
2,0107,0160,10,2,2,2,BAX07,2,BSX07,100,100,100,100,100,100,100,100,100,78,33,17.60000038,13,7.099999905,,0,22,60.40000153,10.5,7.099999905,
1,0108,0108,10,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,99,69,34,25.60000038,19.39999962,8,,1,26,48,17.20000076,8,
1,0110,0107,10,1,1,1,B1,1,BS01,100,100,100,100,100,100,100,100,100,71,38,27,21.20000076,9.899999619,,0,24,50,15.80000019,9.899999619,
2,0110,0107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,,0,15,74,5.400000095,5.099999905,
2,0111,0159,10,2,1,1,B13,1,BS13,100,100,100,100,100,100,100,100,100,68,23,11.80000019,8.199999809,5,,0,20,69,5.300000191,5,
1,0112,0103,10,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,100,100,89,72,61.90000153,56.20000076,28.29999924,,0,11,27,34,28.29999924,
2,0159,0104,10,2,2,2,BAX09,2,BSX09,100,100,100,97,90,79,72,68,68,52,19,10.39999962,7.199999809,3.599999905,,32,16,41.59999847,6.800000191,3.599999905,
1,0160,0107,10,1,1,1,B1,1,BS01,100,100,100,100,100,100,100,100,100,71,38,27,21.20000076,9.899999619,,0,24,50,15.80000019,9.899999619,
2,0160,0160,10,2,2,2,BAX07,2,BSX07,100,100,100,100,100,100,100,100,100,78,33,17.60000038,13,7.099999905,,0,22,60.40000153,10.5,7.099999905,
2,0201,0201,10,2,2,2,B6,1,BG06,100,100,100,100,100,100,100,100,100,74,24,10.60000038,8.399999619,4.900000095,,0,17,71,6.699999809,4.900000095,
1,0203,0201,10,1,1,2,B12,1,BS06,100,100,100,100,100,100,100,100,100,74,38,25.70000076,17.10000038,3.700000048,,0,23,51,22,3.700000048,
1,0203,0207,10,1,1,2,B10,1,BS04,100,100,100,100,100,100,99,99,98,78,41,32,18.60000038,10.19999981,,2,15,44,29,10.19999981,
2,0203,0210,10,2,5,1,BA306,4,BS309,100,100,100,100,100,100,100,99,99,82,35,19.29999924,11.69999981,6.400000095,,1,17,63,12.89999962,6.400000095,
1,0204,0204,10,1,4,1,BA301,2,BS302,100,100,100,99,99,99,99,98,98,78,26,10.80000019,7.900000095,4.400000095,,2,20,67,6.400000095,4.400000095,
2,0205,0201,10,2,6,1,BA318,3,BS332,100,100,100,99,99,99,99,99,98,79,30,13.19999981,9.100000381,5.300000191,,2,19,66,7.900000095,5.300000191,
1,0209,0211,10,1,7,1,BA313,1,BS323,100,100,100,100,100,100,100,98,97,73,36,22.39999962,19.20000076,10,,3,24,51,12.39999962,10,
1,0212,0207,10,1,1,2,B10,1,BS04,100,100,100,100,100,100,99,99,98,78,41,32,18.60000038,10.19999981,,2,15,44,29,10.19999981,
1,0259,0204,10,1,4,1,BA301,2,BS302,100,100,100,99,99,99,99,98,98,78,26,10.80000019,7.900000095,4.400000095,,2,20,67,6.400000095,4.400000095,
2,0259,0202,10,2,6,1,BA309,1,BS314,100,100,100,98,97,96,96,95,95,75,28,12,8.300000191,4.599999905,,5,20,63,7.400000095,4.599999905,
2,0259,0202,10,2,6,1,BA310,1,BS316,100,100,100,99,98,97,96,94,93,71,28,12.69999981,8,4.599999905,,7,22,58.29999924,8.100000381,4.599999905,
1,0260,0207,10,1,1,2,B10,1,BS04,100,100,100,100,100,100,99,99,98,78,41,32,18.60000038,10.19999981,,2,15,44,29,10.19999981,
1,5004,5004,10,1,1,1,BX02,1,BSX02,95,94,86,81,77,72,68,61,53,20,7,5,4.5,1.700000048,1.700000048,47,33,15,3.299999952,1.700000048,1.700000048
1,0108,0112,12,1,1,2,B3,1,BS03,100,96.90000153,96.90000153,94.80000305,93.09999847,89,86.30000305,76.80000305,65.80000305,47.79999924,36.09999847,14.39999962,8.800000191,4.599999905,,34.20000076,19,27.39999962,14.80000019,4.599999905,
1,0112,0112,12,1,1,2,B3,1,BS03,100,96.90000153,96.90000153,94.80000305,93.09999847,89,86.30000305,76.80000305,65.80000305,47.79999924,36.09999847,14.39999962,8.800000191,4.599999905,,34.20000076,19,27.39999962,14.80000019,4.599999905,
1,0503,0508,12,1,3,2,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012,0.699999988,0.600000024,,1,29,69,0.200000003,0.600000024,
1,0504,0563,12,1,1,2,TP3,1,BS57,100,100,100,100,100,100,100,100,100,67,17.20000076,0.300000012,,,,0,29.10000038,70,2.599999905,-1.700000048,
1,0504,0565,12,1,3,1,BA501,2,BS304,100,100,100,100,100,100,100,99,99,79,21,1.200000048,1.200000048,1.200000048,,1,20,78,0,1.200000048,
1,0505,0506,12,1,3,2,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5,0.5,0.5,,1,22,76,0,0.5,
1,0506,1030,12,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,71,17,1.100000024,1,0.699999988,0,0,29,70,0.400000006,0.699999988,0
1,0508,0503,12,1,3,1,BAX01,2,BSX01,100,100,100,100,100,100,100,100,99,85,5,0.300000012,0.300000012,0.200000003,,1,14,85,0.100000001,0.200000003,
1,0508,0508,12,1,3,2,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012,0.699999988,0.600000024,,1,29,69,0.200000003,0.600000024,
1,0562,0506,12,1,3,2,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5,0.5,0.5,,1,22,76,0,0.5,
1,0563,0508,12,1,3,2,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012,0.699999988,0.600000024,,1,29,69,0.200000003,0.600000024,
1,0103,0102,1,1,5,1,BA511,2,BS314,100,100,100,100,99,96,94,91,88,82,75,60.59999847,50,30.70000076,27.5,12,6,21.39999962,29.89999962,30.70000076,27.5
1,0105,0110,1,1,5,2,BA301,1,BS307,100,100,100,98,97,97,96,96,93,84,76,62.90000153,45.09999847,24.20000076,20.60000038,7,9,21.10000038,38.70000076,24.20000076,20.60000038
1,0106,0106,1,1,1,2,B4,1,BS04,100,100,100,100,100,99,98.40000153,97.59999847,96,91,85.30000305,72.30000305,52.29999924,29.5,,4,5.300000191,20.70000076,40.59999847,29.5,
1,0109,0102,1,1,5,1,BA510,2,BS313,100,100,100,100,100,99,98,95,93,84,76,62.79999924,46,23.29999924,20,7,9,21.20000076,39.5,23.20000076,20
1,0110,0109,1,1,5,2,BA506,1,BS306,100,100,100,99,99,98,97,94,91,84,76,65.90000153,50.5,32.70000076,29.60000038,9,7,18.10000038,33.20000076,32.70000076,29.60000038
1,0110,0110,1,1,5,2,BA507,1,BS308,100,100,96,96,96,95,94,92,90,81,73,59,46,24.70000076,21.79999924,10,9,22,34.29999924,24.70000076,21.79999924
1,0111,0106,1,1,1,2,B4,1,BS04,100,100,100,100,100,99,98.40000153,97.59999847,96,91,85.30000305,72.30000305,52.29999924,29.5,,4,5.300000191,20.70000076,40.59999847,29.5,
1,0161,0109,1,1,5,2,BA506,1,BS306,100,100,100,99,99,98,97,94,91,84,76,65.90000153,50.5,32.70000076,29.60000038,9,7,18.10000038,33.20000076,32.70000076,29.60000038
1,0162,0102,1,1,5,1,BA511,2,BS314,100,100,100,100,99,96,94,91,88,82,75,60.59999847,50,30.70000076,27.5,12,6,21.39999962,29.89999962,30.70000076,27.5
1,0163,0102,1,1,5,1,BA509,2,BS312,100,100,99,99,99,98,97,96,90,77,64,40,27.10000038,15.60000038,13.89999962,10,13,37,24.39999962,15.60000038,13.89999962
1,0163,0110,1,1,5,2,BA507,1,BS308,100,100,96,96,96,95,94,92,90,81,73,59,46,24.70000076,21.79999924,10,9,22,34.29999924,24.70000076,21.79999924
1,0502,0506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,,7,27,44,7.400000095,15,
1,0504,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6,20,49,6.099999905,19.20000076,
1,0505,0508,1,1,1,2,BA6,1,BS06,100,100,100,100,100,98.40000153,97.80000305,96.40000153,94.40000153,70.69999695,33.90000153,23.20000076,14.39999962,8.600000381,,5.599999905,25.89999962,47.09999847,12.80000019,8.600000381,
1,0505,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,,7,18,47,5.699999809,22,
1,0506,0506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,,7,27,44,7.400000095,15,
1,0506,0506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,,7,27,42,8.399999619,15.30000019,
1,0506,0508,1,1,1,2,BA4,1,BS04,100,100,100,100,100,97.09999847,95.59999847,93.80000305,91.90000153,68.30000305,33.40000153,23.10000038,19.5,15.39999962,,8.100000381,20.29999924,47.40000153,8.800000191,15.39999962,
1,0507,0506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,,8,27,42,9.100000381,13.5,
1,0508,0506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,,7,27,42,8.399999619,15.30000019,
1,0509,0506,1,1,1,1,BA1,1,BS01,100,100,100,100,100,98.69999695,98,97.30000305,96.19999695,65.19999695,30.60000038,18.89999962,13.39999962,7.300000191,,3.799999952,30,46.59999847,12.30000019,7.300000191,
1,0509,0506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,,7,27,44,7.400000095,15,
1,0509,0508,1,1,1,2,BA5,1,BS05,100,100,100,100,100,96.90000153,95.90000153,94.30000305,92.30000305,70.5,33,22.39999962,19.10000038,14.80000019,,7.699999809,20.10000038,49.20000076,8.199999809,14.80000019,
1,0563,0506,1,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,99.30000305,98.19999695,66,32.79999924,20.60000038,14.39999962,8.5,,1.799999952,28.5,48.09999847,13,8.5,
1,0563,0506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,,7,27,44,7.400000095,15,
1,0563,0506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,,7,27,42,8.399999619,15.30000019,
1,0563,0508,1,1,1,2,BA6,1,BS06,100,100,100,100,100,98.40000153,97.80000305,96.40000153,94.40000153,70.69999695,33.90000153,23.20000076,14.39999962,8.600000381,,5.599999905,25.89999962,47.09999847,12.80000019,8.600000381,
1,0563,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6,20,49,6.099999905,19.20000076,
1,0564,0506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,,8,27,42,9.100000381,13.5,
1,0564,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6,20,49,6.099999905,19.20000076,
1,0602,0608,1,1,3,1,BAX01,2,BSX01,100,100,100,99,97,95,94,90,86,79,75,69,52.29999924,33.29999924,,14,7,10,35.70000076,33.29999924,
1,0606,0606,1,1,3,1,BA511,2,BS306,100,100,100,97,93,88,85,78,71,61,57,50.79999924,34.09999847,23.39999962,,29,10,10.19999981,27.39999962,23.39999962,
1,0661,0606,1,1,3,2,BA507,2,BS312,100,100,94,90,87,80,76,67,60,53,50,46,34.29999924,23.70000076,,40,7,7,22.29999924,23.70000076,
1,0661,0606,1,1,3,1,BA511,2,BS306,100,100,100,97,93,88,85,78,71,61,57,50.79999924,34.09999847,23.39999962,,29,10,10.19999981,27.39999962,23.39999962,
1,0663,0605,1,1,1,3,TP1,2,BS57,100,100,100,99,97,93,91,84,81,73,69,60.70000076,38.40000153,24.70000076,,19,8,12,36.29999924,24.70000076,
1,1019,1019,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,95,89,77,53.20000076,28,15.10000038,0,5,6,36,38.09999847,15.10000038,0
1,3998,3998,1,1,1,1,BA*,2,BS**,100,100,100,100,100,100,100,100,100,94,59,32.59999847,23,19,0,0,6,61,13.60000038,19,0
1,4007,4007,1,1,1,2,BA*,1,BS**,100,100,97,95,92,88,84,76,63,55,50,41.90000153,31,20,0,37,8,13,21.89999962,20,0
1,4126,4126,1,1,1,1,BA*,1,BS**,100,100,100,100,100,98,97,94,90,87,50,31.79999924,27,16.5,0,10,3,55,15.30000019,16.5,0
1,4127,4127,1,1,1,1,BA*,2,BS**,100,99,98,97,96,92,89,82,73,64,56,48.70000076,41,26,,27,9,15,22.70000076,26,
1,A310,4125,1,1,1,2,BA*,1,BS**,100,100,100,100,98,95,91,86,81,53,36,28.70000076,24,18,0,19,28,24,10.69999981,18,0
1,A320,4125,1,1,1,1,BA*,1,BS**,100,100,100,100,98,94,89,84,78,56,35,28.29999924,23,15,0,22,22,28,13.30000019,15,0
1,A330,4125,1,1,1,1,BA*,1,BS**,100,100,100,100,98,94,89,84,78,56,35,28.29999924,23,15,0,22,22,28,13.30000019,15,0
1,C310,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6,20,49,6.099999905,19.20000076,
1,C340,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6,20,49,6.099999905,19.20000076,
1,0114,0117,4,1,1,2,B304,1,BS04,100,100,99,96,95,90,88,79,66,38,27,17.20000076,13.30000019,7.400000095,6.699999809,34,28,21,9.800000191,7.400000095,6.699999809
1,0115,0116,4,1,1,2,B310,1,BS10,100,100,100,99,96,87,82,71,60,36,25,16.29999924,8.899999619,3.799999952,3.299999952,40,24,20,12.39999962,3.799999952,3.299999952
1,0115,0117,4,1,1,2,B304,1,BS04,100,100,99,96,95,90,88,79,66,38,27,17.20000076,13.30000019,7.400000095,6.699999809,34,28,21,9.800000191,7.400000095,6.699999809
1,0116,0114,4,1,1,2,B309,1,BS09,100,96,94,85,82,77,74,64,51,31,24,19.10000038,12.30000019,7.699999809,7.199999809,49,20,13,11.30000019,7.699999809,7.199999809
1,0119,0114,4,1,1,2,B309,1,BS09,100,96,94,85,82,77,74,64,51,31,24,19.10000038,12.30000019,7.699999809,7.199999809,49,20,13,11.30000019,7.699999809,7.199999809
1,0121,0121,4,1,3,1,BA263,2,BS263,100,100,100,100,97,87,82,70,58,36,25,15.80000019,8.5,4.5,,42,22,20,11.30000019,4.5,
1,0259,0209,20,1,2,1,BAX09,2,BSX09,100,100,100,100,100,100,100,100,99,98,94,90.09999847,60.20000076,34.70000076,32.40000153,1,0.5,2.799999952,60.70000076,34.70000076,32.40000153
1,0259,0212,20,1,1,7,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,97,96.30000305,,,,0,1,3,59.70000076,39.29999924,48
1,0259,0212,20,1,2,1,BAX07,2,BSX07,100,100,100,100,100,99,99,99,99,97,94,92.09999847,60,36.90000153,34.59999847,1,1.100000024,5.400000095,55.20000076,36.90000153,34.59999847
1,1005,1005,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,99,98,96,92,84.69999695,63.20000076,37.09999847,,2,1,9,51,37.09999847,
1,1009,1009,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,85,50,29.70000076,19.60000038,14.69999981,,0,13,55,17.29999924,14.69999981,
1,4016,4016,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,94,90,87,82.80000305,50.20000076,25.60000038,24.39999962,6,6,9,53.59999847,25.60000038,24.39999962
1,4063,4063,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,96,90,83.90000153,39,22.20000076,,1,2,12,62.5,22.20000076,
1,4067,4067,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,99,97,86,76,69.69999695,48.40000153,30,,3,13,15,38.90000153,30,
1,9037,9037,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,100,98,94,93,87.69999695,27.79999924,17.79999924,,2,6,10,64.40000153,17.79999924,
1,A310,1005,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,98,97,95,86.80000305,64.5,41.40000153,,2,1,9,46.59999847,41.40000153,
1,A320,1005,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,98,97,95,86.80000305,64.5,41.40000153,,2,1,9,46.59999847,41.40000153,
1,A410,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,,1,1,3,57.79999924,37.59999847,
1,A411,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,,1,1,3,57.79999924,37.59999847,
1,A412,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,,1,1,3,57.79999924,37.59999847,
1,A430,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,,1,1,3,57.79999924,37.59999847,
1,A430,4054,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,96,94,89,87.19999695,58.09999847,33.40000153,,4,2,9,51.09999847,33.40000153,
1,B320,1010,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,81,63,52.20000076,25.10000038,13.39999962,,2,19,28,37.70000076,13.39999962,
1,B430,4016,20,1,1,2,BA4,1,BS04,100,100,100,100,99,98,97,93,88,83,77,69.09999847,43.09999847,22.5,21.39999962,12,7,10,48.5,22.5,21.39999962
1,B430,4016,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,94,90,87,82.80000305,50.20000076,25.60000038,24.39999962,6,6,9,53.59999847,25.60000038,24.39999962
1,6043,6043,21,1,1,2,TP1,2,BS55,98,96,94,89,84,76,69,52,42,33,30,27.20000076,18.79999924,5.400000095,,58,4,9,23.89999962,5.400000095,
1,A430,3016,21,1,1,2,BX03,1,BSX03,100,96,96,92,90,85,81,71,63,57,55,52.70000076,41.29999924,17.79999924,,37,6,5,34.5,17.79999924,
1,B330,1034,21,1,1,1,BX01,1,BSX01,100,100,100,100,99,98,97,95,94,90,88,83.80000305,71.59999847,44.90000153,,6,4,6,38.90000153,44.90000153,
1,B340,1034,21,1,1,1,BX01,1,BSX01,100,100,100,100,99,98,97,95,94,90,88,83.80000305,71.59999847,44.90000153,,6,4,6,38.90000153,44.90000153,
1,0114,0117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,,0.200000003,0.100000001,5.300000191,82.40000153,12,
1,0118,0113,22,1,1,2,B6,1,BS06,100,100,100,100,99.59999847,99.59999847,99.40000153,99,98.59999847,97.80000305,96.80000305,92.09999847,53.79999924,25.39999962,,1.399999976,1,5.300000191,66.90000153,25.39999962,
1,0118,0117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,,0.200000003,0.100000001,5.300000191,82.40000153,12,
2,0118,0117,22,2,1,2,B11,1,BG11,100,100,100,100,100,100,99.69999695,99.19999695,98.80000305,98.5,98,90.69999695,36,8.699999809,,1.200000048,0.400000006,6.300000191,83.40000153,8.699999809,
1,0119,0117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,,0.200000003,0.100000001,5.300000191,82.40000153,12,
1,0120,0113,22,1,1,2,B6,1,BS06,100,100,100,100,99.59999847,99.59999847,99.40000153,99,98.59999847,97.80000305,96.80000305,92.09999847,53.79999924,25.39999962,,1.399999976,1,5.300000191,66.90000153,25.39999962,
1,0703,0702,22,1,1,2,TP1,2,BS55,100,100,100,100,100,100,100,100,100,99,99,99,73,34.90000153,33,0,0.300000012,0.600000024,64.19999695,34.90000153,33
1,0704,0705,22,1,1,2,BA3,1,BS01,100,100,100,100,100,100,100,100,100,99,99,98,75.5,45.29999924,40,0,0.600000024,0.899999976,52.90000153,45.29999924,40
1,0704,0708,22,1,1,2,TP2,1,BS56,100,100,100,100,100,100,100,100,100,99,94,92,60,35,30,0,1.200000048,7,56.5,35,30
1,0705,0708,22,1,1,2,TP2,1,BS56,100,100,100,100,100,100,100,100,100,99,94,92,60,35,30,0,1.200000048,7,56.5,35,30
1,0708,0708,22,1,1,2,TP2,1,BS56,100,100,100,100,100,100,100,100,100,99,94,92,60,35,30,0,1.200000048,7,56.5,35,30
1,0501,0507,23,1,3,2,BA303,3,BS303,100,100,100,96,92,86,83,74,60,27,16,7.199999809,4.699999809,1.600000024,,40,33,19.79999924,5.599999905,1.600000024,
1,0502,0504,23,1,3,2,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8,3.400000095,1.200000048,,52,19,21,6.800000191,1.200000048,
1,0503,0506,23,1,1,2,TP1,1,BS55,100,97,89,83,78,70,67,59,52,31,18,7.300000191,2.799999952,0.200000003,,48,21,22,9.199999809,0.200000003,
1,0503,0507,23,1,3,2,BA303,3,BS303,100,100,100,96,92,86,83,74,60,27,16,7.199999809,4.699999809,1.600000024,,40,33,19.79999924,5.599999905,1.600000024,
1,0503,0508,23,1,1,2,BA4,1,BS04,100,100,100,89,85,75,70,57,47,28,20,12.10000038,6.5,2.200000048,1.100000024,53,19,16,10,2.200000048,1.100000024
1,0504,0502,23,1,1,2,BA1,1,BS01,100,100,100,90,86,79,76,68,57,33,19,8.5,5.199999809,2,1.299999952,43,24,24,7.699999809,2,1.299999952
1,0504,0506,23,1,1,2,TP1,1,BS55,100,97,89,83,78,70,67,59,52,31,18,7.300000191,2.799999952,0.200000003,,48,21,22,9.199999809,0.200000003,
1,0505,0508,23,1,1,2,BA6,1,BS06,100,100,100,92,86,76,73,58,46,28,19,11.5,6.800000191,2.200000048,1.5,54,17,17,10,2.200000048,1.5
1,0506,0504,23,1,3,2,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8,3.400000095,1.200000048,,52,19,21,6.800000191,1.200000048,
1,0508,0504,23,1,3,2,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8,3.400000095,1.200000048,,52,19,21,6.800000191,1.200000048,
1,0508,0508,23,1,1,2,BA4,1,BS04,100,100,100,89,85,75,70,57,47,28,20,12.10000038,6.5,2.200000048,1.100000024,53,19,16,10,2.200000048,1.100000024
1,0509,0559,23,1,1,2,TP2,1,BS56,100,97,88,77,69,60,55,45,37,24,14,9.899999619,2.099999905,0,,63,12,18,5.900000095,0,
1,1028,1028,23,1,1,2,TP1,1,BS55,100,100,100,100,99,93,88,77,60,16,2,1.299999952,0.899999976,0.100000001,0,40,44,14,1.200000048,0.100000001,0
1,3014,3014,23,1,1,2,BX04,1,BSX04,100,100,99,97,96,95,94,92,90,69,39,8.199999809,7.199999809,4.5,4.5,10,21,61,3.700000048,4.5,4.5
1,0501,0507,24,1,1,2,T1,1,BS55,100,100,100,100,100,100,100,97,91,61,38,6.300000191,20,6,,9,11,23,58,8,
2,0501,0505,24,2,3,2,BAX02,3,BTX02,100,100,100,100,100,99,98,96,80,66,60,46.70000076,17.29999924,3.799999952,,20,14,19,42.90000153,3.799999952,
