LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE
E431,2,7085,49,2,1,1,TP1,BG92,1,2146.7,6
E440,3,7085,49,3,1,1,TP1,BG91,1,2114.6,6
E443,1,7085,49,1,1,1,TP1,BS91,1,1826.3,15
E449,3,7085,49,3,1,1,TP1,BG91,1,2114.6,6
E450,1,7085,49,1,1,1,TP1,BS91,1,1826.3,15
E452,3,7085,49,3,1,1,TP1,BG91,1,2114.6,6
E458,1,7085,49,1,1,1,TP1,BS91,1,1826.3,15
1681,3,1681,50,3,1,2,TP1,BG55,1,2194.7,6
1682,2,1682,50,2,1,2,BX04,BGX04,1,2082.6,7
1683,3,1683,50,3,1,2,TP1,BG55,1,2210.8,6
0113,3,0119,51,3,2,2,BAX02,BGX02,2,2135.5,6
0114,1,0122,51,1,1,2,B3,BS03,1,1890.4,12
0115,1,0115,51,1,1,3,B5,BS05,1,1890.4,13
0115,1,0117,51,1,2,2,BAX14,BSX14,2,1906.4,13
0119,3,0121,51,3,2,2,BAX01,BGX01,2,2188.3,7
0120,3,0117,51,3,2,2,BAX03,BGX03,2,2209.2,7
0121,1,0122,51,1,1,2,B3,BS03,1,1890.4,12
0121,3,0119,51,3,2,2,BAX02,BGX02,2,2135.5,6
0122,1,0122,51,1,1,2,B3,BS03,1,1890.4,12
0123,1,0124,51,1,1,2,B4,BS04,1,1890.4,12
1002,1,1002,51,1,1,1,BX02,BSX02,1,1890.4,14
1423,1,1423,51,1,1,2,TP1,BS55,2,1906.4,12
2021,2,2021,51,2,1,1,BX01,BGX01,1,2002.5,11
5008,1,5008,51,1,1,1,BX01,BSX01,1,2018.5,9
A330,1,1023,51,1,1,2,TP1,BS55,1,1970.5,10
0201,3,0208,53,3,1,2,B11,BG06,1,1714.1,17
0202,2,0201,53,3,1,2,B10,BG05,1,1698.1,17
0202,2,0202,53,2,1,2,B7,BG02,1,1778.2,15
0205,3,0211,53,3,1,2,B8,BG03,1,1666.1,17
0207,3,0202,53,2,1,2,B7,BG02,1,1778.2,15
0208,3,0207,53,3,1,2,B12,BG07,1,1698.1,17
0209,3,0201,53,3,1,2,B10,BG05,1,1698.1,17
0209,3,0202,53,2,1,2,B7,BG02,1,1778.2,15
0210,3,0259,53,2,1,2,B13,BG11,1,2162.7,12
0211,3,0201,53,3,1,2,B10,BG05,1,1698.1,17
0211,4,0211,53,4,1,2,B15,BG13,1,2114.6,11
0212,4,0201,53,4,1,2,B17,BG15,1,2146.7,12
0212,4,0211,53,4,1,2,B15,BG13,1,2114.6,11
0801,4,0801,53,4,2,2,BA263,BG263,4,2297.3,8
8201,2,8201,6,2,1,1,BA*,BG**,1,2034.5,8
8534,1,8534,6,1,1,2,TP1,BS93,1,1778.2,15
8535,1,8535,6,1,1,2,TP1,BS93,1,1778.2,16
8535,1,8535,6,1,1,1,BA*,BS**,1,1842.3,15
8535,2,8535,6,2,1,1,BA*,BG**,1,2130.7,5
8535,3,8535,6,3,1,1,BA*,BG**,1,2178.7,7
A320,1,1253,6,1,1,2,TP1,BS92,1,1970.5,13
A321,1,1253,6,1,1,2,TP1,BS92,1,1970.5,13
A321,2,1253,6,2,1,1,BA*,BG**,1,2242.8,6
A330,1,1253,6,1,1,2,TP1,BS92,1,1970.5,13
A330,2,1253,6,2,1,1,BA*,BG**,1,2242.8,6
A350,1,1253,6,1,1,1,BA*,BS**,1,1938.4,12
A350,2,1253,6,2,1,2,TP1,BG91,1,2258.8,5
A352,2,1253,6,2,1,2,TP1,BG91,1,2258.8,5
A353,1,1253,6,1,1,2,TP1,BS92,1,1970.5,13
A353,1,1253,6,1,1,1,BA*,BS**,1,1938.4,12
A361,2,1253,6,2,1,2,TP1,BG91,1,2258.8,5
A362,2,1253,6,2,1,1,BA*,BG**,1,2242.8,6
A411,2,3021,6,2,1,2,BA*,BG**,1,2114.6,8
A423,1,3021,6,1,1,2,BA*,BS**,1,1938.4,11
A805,1,A806,6,1,3,2,BA263,BS263,1,1759.0,13
A805,2,A805,6,2,1,1,B9,BG09,1,2258.8,6
A806,2,A806,6,2,3,1,BA262,BG262,1,2226.8,6
B410,2,7455,6,2,1,1,BA*,BG**,1,2274.8,5
B413,1,7455,6,1,1,1,BA1,BS01,1,1794.2,15
B413,2,7455,6,2,1,1,BA*,BG**,1,2274.8,5
0204,3,0202,37,3,5,2,BAX02,BGX02,1,2226.8,6
0206,2,0202,37,2,5,2,BAX06,BGX06,1,1650.1,20
0206,2,0205,37,2,5,2,BAX04,BGX04,1,1682.1,19
0207,1,0206,37,1,1,1,B3,BS03,1,1682.1,18
0207,1,0208,37,1,1,1,B6,BS06,1,1409.8,30
0207,2,0203,37,2,5,1,BAX07,BGX07,1,1794.2,15
0208,1,0208,37,1,1,1,B6,BS06,1,1409.8,30
0208,2,0204,37,2,1,1,B9,BG09,1,2338.9,6
0209,1,0209,37,1,5,1,BAX12,BSX12,1,1489.9,25
0212,3,0203,37,3,5,2,BAX03,BGX03,1,2274.8,6
0801,2,0801,37,2,1,2,B4,BG01,1,2242.8,6
0859,1,0802,37,1,1,2,B2,BS02,1,1826.3,13
0859,2,0859,37,2,1,2,B6,BG03,1,2226.8,6
1024,2,1024,37,2,1,2,TP1,BG55,1,2290.9,4
1030,1,1030,37,1,1,1,BX01,BSX01,1,1650.1,16
1352,1,1352,37,1,1,1,BX03,BSX03,1,1698.1,20
1352,2,1352,37,2,1,1,BX01,BGX01,1,2354.9,6
1801,1,1801,37,1,1,2,TP1,BS55,1,1586.0,23
1801,1,1801,37,1,1,1,BX02,BSX02,1,1810.3,13
1803,1,1803,37,1,1,1,BX02,BSX02,1,1970.5,12
1814,1,1814,37,1,1,2,TP1,BS55,1,1938.4,12
1817,1,1817,37,1,1,2,TP1,BS55,1,1714.1,17
1992,2,1992,37,2,1,2,BX02,BGX02,1,2210.8,7
2824,1,2824,37,1,1,1,BX01,BSX01,1,1778.2,16
5037,2,5037,37,2,1,1,BX02,BGX02,1,2210.8,8
5826,1,5826,37,1,1,1,BX02,BSX02,1,1778.2,16
0213,1,0224,38,1,1,2,B8,BS08,1,1553.9,23
0213,2,0222,38,2,3,2,BAX03,BSX03,4,1618.0,22
0214,1,0215,38,1,1,2,B2,BS02,1,1634.0,20
0214,1,0217,38,1,1,2,B04,BS04,1,1634.0,20
0214,2,0214,38,2,1,2,B3,BG03,1,1634.0,21
0214,2,0219,38,2,1,2,B6,BG06,1,1586.0,22
0215,1,0220,38,1,1,2,B5,BS05,1,1570.0,22
0216,3,0221,38,3,1,3,B13,BG12,1,2306.9,5
0217,1,0217,38,1,1,2,B04,BS04,1,1634.0,20
0218,1,0217,38,1,1,2,B04,BS04,1,1634.0,20
0218,1,0219,38,1,1,2,B6,BS06,1,1537.9,25
0218,1,0224,38,1,1,2,B8,BS08,1,1553.9,23
0218,2,0217,38,2,1,2,B04,BG04,1,1634.0,20
0218,2,0220,38,2,1,2,B5,BG05,1,1618.0,21
0218,2,0224,38,2,1,2,B8,BG08,1,1570.0,20
0218,2,0263,38,2,1,2,B7,BG07,1,1586.0,21
0219,1,0224,38,1,1,2,B8,BS08,1,1553.9,23
0220,1,0263,38,1,1,2,B7,BS07,1,1505.9,25
0220,2,0215,38,2,3,2,BAX01,BSX01,5,1682.1,18
0220,2,0260,38,2,1,2,B1,BG01,1,1618.0,19
0221,1,0215,38,1,1,2,B2,BS02,1,1634.0,20
0222,1,0214,38,1,1,2,B3,BS03,1,1602.0,20
0222,2,0219,38,2,1,2,B6,BG06,1,1586.0,22
0222,2,0260,38,2,1,2,B1,BG01,1,1618.0,19
0223,1,0215,38,1,1,2,B2,BS02,1,1634.0,20
0223,1,0263,38,1,1,2,B7,BS07,1,1505.9,25
0223,2,0215,38,2,1,2,B2,BG02,1,1618.0,21
0223,2,0219,38,2,1,2,B6,BG06,1,1586.0,22
0223,2,0263,38,2,1,2,B7,BG07,1,1586.0,21
0224,1,0219,38,1,1,2,B6,BS06,1,1537.9,25
0224,2,0215,38,2,3,2,BAX01,BSX01,5,1682.1,18
0259,2,0215,38,2,1,2,B2,BG02,1,1618.0,21
0260,1,0220,38,1,1,2,B5,BS05,1,1570.0,22
0260,1,0224,38,1,1,2,B8,BS08,1,1553.9,23
0260,2,0214,38,2,1,2,B3,BG03,1,1634.0,21
0260,2,0217,38,2,1,2,B04,BG04,1,1634.0,20
0261,1,0217,38,1,1,2,B04,BS04,1,1634.0,20
0261,1,0224,38,1,1,2,B8,BS08,1,1553.9,23
0261,3,0221,38,3,1,3,B13,BG12,1,2306.9,5
0261,3,0260,38,3,1,3,B10,BG09,1,2274.8,5
0262,2,0215,38,2,3,2,BAX01,BSX01,5,1682.1,18
0262,2,0260,38,2,1,2,B1,BG01,1,1618.0,19
0263,1,0217,38,1,1,2,B04,BS04,1,1634.0,20
0263,2,0222,38,2,3,2,BAX03,BSX03,4,1618.0,22
0263,2,0263,38,2,1,2,B7,BG07,1,1586.0,21
0264,1,0215,38,1,1,2,B2,BS02,1,1634.0,20
0264,1,0220,38,1,1,2,B5,BS05,1,1570.0,22
0264,1,0224,38,1,1,2,B8,BS08,1,1553.9,23
0264,2,0220,38,2,1,2,B5,BG05,1,1618.0,21
3006,2,3006,38,2,1,1,BA1,BG01,1,2290.9,5
5002,1,5002,38,1,1,2,BX02,BSX02,1,1345.7,28
0101,1,0107,39,1,1,1,B3,BS03,1,1810.3,15
0102,1,0159,39,1,1,1,B7,BS07,1,1826.3,16
0104,1,0111,39,1,1,1,B1,BS01,1,1874.3,14
0104,1,0159,39,1,1,1,B7,BS07,1,1826.3,16
0106,1,0107,39,1,1,1,B3,BS03,1,1810.3,15
0106,1,0111,39,1,1,1,B1,BS01,1,1874.3,14
0106,1,0159,39,1,1,1,B7,BS07,1,1826.3,16
0107,1,0108,39,1,1,1,B5,BS05,1,1794.2,15
0107,1,0160,39,1,1,1,B4,BS04,1,1922.4,14
0109,1,0106,39,1,1,2,B2,BS02,1,1874.3,13
0109,1,0159,39,1,1,1,B7,BS07,1,1826.3,16
0507,2,0507,83,2,1,2,TP3,BG60,1,2306.9,6
0508,1,0508,83,1,4,2,BAX09,BSX09,5,2114.6,8
0509,1,0509,83,1,4,1,BAX10,BSX10,4,2130.7,7
1801,1,1801,83,1,1,1,TP1,BS55,1,1698.1,12
3802,3,3802,83,3,1,1,TP1,BG55,1,2258.8,6
A310,3,1801,83,3,1,2,TP2,BG57,1,2210.8,7
A330,1,1801,83,1,1,2,TP2,BS56,1,1762.2,10
A331,2,1801,83,2,1,2,TP2,BG58,1,2162.7,8
A350,3,1801,83,3,1,1,TP1,BG55,1,2194.7,8
A351,1,1801,83,1,1,1,TP1,BS55,1,1698.1,12
6804,1,6804,84,1,1,1,BA1,BS01,1,2082.6,9
1803,2,1803,85,2,1,1,BX02,BGX02,1,2387.0,5
6802,1,6802,86,1,1,2,TP1,BS55,1,2210.8,10
6802,3,6802,86,3,1,1,BX01,BGX01,1,2306.9,6
1680,3,1680,87,3,1,2,TP1,BG55,1,2210.8,6
A310,1,1620,87,1,1,2,TP1,BS55,1,1794.2,17
A311,2,1620,87,2,1,1,BX02,BGX02,1,2098.6,7
A320,1,1620,87,1,1,2,TP1,BS55,1,1794.2,17
A320,1,1620,87,1,1,1,BX03,BSX03,1,1954.4,12
A320,2,1620,87,2,1,1,BX02,BGX02,1,2098.6,7
A320,3,1620,87,3,1,1,BX01,BGX01,1,2226.8,6
A330,2,1620,87,2,1,1,BX02,BGX02,1,2098.6,7
B310,1,1622,87,1,1,2,TP1,BS55,1,1778.2,13
B311,1,1622,87,1,1,2,TP1,BS55,1,1778.2,13
B311,3,1622,87,3,1,2,TP1,BG55,1,2226.8,6
B320,3,1622,87,3,1,1,BX01,BGX01,1,2210.8,6
B340,1,1622,87,1,1,2,TP1,BS55,1,1778.2,13
B360,2,1622,87,2,1,2,TP1,BG56,1,1922.4,10
B360,3,1622,87,3,1,1,BX01,BGX01,1,2210.8,6
1646,1,1646,88,1,1,2,TP1,BS55,1,1938.4,11
1127,1,1127,89,1,1,1,BA*,BS**,1,2066.6,9
2011,1,2011,89,1,1,2,TP1,BS55,1,2018.5,10
3001,1,3001,89,1,1,1,BX01,BSX01,1,1794.2,12
3001,1,3001,89,1,1,2,BX02,BSX02,1,1778.2,12
3002,3,3002,89,3,1,2,BX02,BGX02,1,2242.8,6
9018,1,9018,89,1,1,2,BX04,BSX04,1,2082.6,9
A320,3,1021,89,3,1,2,TP1,BG55,1,2194.7,8
A330,3,1021,89,3,1,1,BA*,BG**,1,2226.8,7
A340,2,1021,89,2,1,2,TP1,BS55,1,1634.0,8
A340,3,1021,89,3,1,1,BA*,BG**,1,2226.8,7
6410,1,6410,90,1,1,1,TP1,BS55,1,1762.2,16
B310,3,6405,90,3,1,1,TP1,BG55,1,2290.9,6
B320,3,6405,90,3,1,2,TP2,BG56,1,2274.8,6
B330,1,6405,90,1,1,1,TP1,BS55,1,1938.4,14
0101,1,0107,1,1,5,1,BAX01,BSX01,2,1746.2,18
0102,1,0102,1,1,5,1,BA510,BS313,2,1831.1,16
0102,1,0108,1,1,2,2,B8,BG08,1,2415.8,4
0102,1,0110,1,1,5,2,BA507,BS308,1,1738.2,18
0102,2,0102,1,2,5,1,BAX04,BGX03,2,2383.8,6
0102,2,0106,1,2,2,2,B9,BG09,1,2435.0,5
0104,1,0111,1,1,1,2,B3,BS03,1,1685.3,19
0105,1,0108,1,1,2,2,B8,BG08,1,2415.8,4
0105,2,0102,1,2,5,1,BAX04,BGX03,2,2383.8,6
0106,2,0102,1,2,5,1,BAX04,BGX03,2,2383.8,6
0107,1,0101,1,1,1,2,B6,BS06,1,1666.1,20
0107,1,0107,1,1,5,1,BAX01,BSX01,2,1746.2,18
0108,1,0110,1,1,5,2,BA507,BS308,1,1738.2,18
0108,2,0109,1,2,5,2,BAX02,BGX01,1,2369.4,5
0109,1,0103,1,1,1,2,B5,BS05,1,1645.3,20
0112,1,0106,1,1,2,2,B9,BG09,1,2427.0,5
0112,1,0111,1,1,1,2,B3,BS03,1,1685.3,19
0161,1,0110,1,1,5,2,BA507,BS308,1,1738.2,18
0161,2,0109,1,2,5,2,BAX02,BGX01,1,2369.4,5
0163,1,0102,1,1,1,2,B7,BS07,1,1602.0,21
0163,1,0102,1,1,5,1,BA511,BS314,2,1803.9,16
0163,1,0103,1,1,1,2,B5,BS05,1,1645.3,20
0163,2,0102,1,2,2,1,B10,BG10,1,2451.1,5
0163,2,0109,1,2,5,2,BAX02,BGX01,1,2369.4,5
0502,1,0506,1,1,4,2,BA302,BS302,2,2050.6,9
0502,2,0502,1,2,1,1,TP1,BG56,1,2018.5,9
0502,2,0504,1,2,4,2,BA306,BG314,2,2074.6,8
0502,2,4155,1,2,1,2,BA*,BG**,1,2242.8,6
0502,3,0503,1,3,4,1,BA307,BG317,2,2210.8,6
0504,2,0504,1,2,4,2,BA306,BG314,2,2074.6,8
0504,2,0506,1,2,4,2,BA302,BG304,2,2153.1,6
0504,3,0504,1,3,4,2,BA306,BG313,2,2226.8,6
0505,2,0506,1,2,4,2,BA303,BG306,2,2117.8,7
0505,3,0504,1,3,4,2,BA306,BG313,2,2226.8,6
0506,1,4155,1,1,1,1,BA*,BS**,1,2002.5,10
0506,2,0506,1,2,4,2,BA301,BG302,2,2177.1,7
0507,1,0506,1,1,4,2,BA301,BS301,2,2034.5,9
0507,2,0506,1,2,4,2,BA301,BG302,2,2177.1,7
0507,3,0506,1,3,4,2,BA302,BG303,2,2212.4,6
0508,1,4155,1,1,1,1,BA*,BS**,1,2002.5,10
0221,3,0223,5,3,1,3,B7,BG01,1,,
0222,3,0222,5,3,1,3,B8,BG02,1,,
0222,3,0223,5,3,1,3,B7,BG01,1,,
0224,1,0224,5,1,4,2,BA*,BS**,4,1570.0,19
0804,2,0810,5,2,9,2,BAX01,BGX01,2,2217.2,5
0809,2,0810,5,2,9,2,BAX01,BGX01,2,2217.2,5
0809,2,0810,5,2,4,2,B12,BG06,1,2258.8,6
2042,1,2042,5,1,1,1,BA*,BS**,1,1874.3,12
3011,1,3011,5,1,1,2,BA*,BS**,1,1842.3,13
3011,1,3011,5,1,1,1,BA*,BS**,1,1810.3,15
4021,1,4021,5,1,1,2,BA*,BS**,1,2018.5,11
4046,1,4046,5,1,1,1,BA*,BS**,1,1634.0,20
A310,1,3071,5,1,1,1,BA*,BS**,1,1762.2,16
A601,1,A607,5,1,1,2,TP2,BS56,1,1618.0,20
B430,2,4019,5,2,1,1,BA*,BG**,1,1842.3,12
0201,1,0204,6,1,1,2,B12,BS12,1,1842.3,10
0201,2,0211,6,2,1,1,B13,BG13,1,2226.8,7
0202,1,0204,6,1,1,2,B12,BS12,1,1842.3,10
0204,2,0210,6,2,1,2,B14,BG14,1,2226.8,7
0207,1,0207,6,1,1,1,B8,BS08,1,1794.2,12
0208,1,0202,6,1,1,2,B11,BS11,1,1826.3,11
0209,2,0211,6,2,1,2,B40,BG40,1,2226.8,6
0210,1,0202,6,1,1,2,B11,BS11,1,1826.3,11
0210,2,0211,6,2,1,2,B40,BG40,1,2226.8,6
0211,1,0202,6,1,1,2,B11,BS11,1,1826.3,11
0211,1,0204,6,1,1,2,B12,BS12,1,1842.3,10
0211,2,0210,6,2,1,2,B14,BG14,1,2226.8,7
0501,2,0502,6,2,3,1,BA020*,BG020*,4,2066.6,8
0501,2,0509,6,2,1,2,BA5,BG01,1,2050.6,9
0501,2,0564,6,2,1,2,BA9,BG01,1,2146.7,7
0502,1,0502,6,1,1,2,TP1,BS93,1,1922.4,10
0502,1,0508,6,1,3,1,BA080*,BS080*,3,2018.5,9
0502,1,0561,6,1,1,2,TP3,BS93,1,1954.4,10
0502,2,0508,6,2,3,1,BA080*,BG080*,3,2082.6,8
0503,1,0509,6,1,1,2,BA6,BS02,1,1954.4,10
0503,1,0561,6,1,1,2,TP3,BS93,1,1954.4,10
0503,2,0564,6,2,1,2,BA10,BG02,1,2130.7,7
0504,2,0560,6,2,1,1,BA8,BG02,1,2098.6,8
0504,2,0568,6,2,1,1,BA11,BG01,1,2114.6,7
0505,2,0502,6,2,3,1,BA02**,BG02**,4,2066.6,8
0505,2,0502,6,2,1,2,TP1,BG92,1,2002.5,10
0505,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0505,2,0560,6,2,1,1,BA7,BG01,1,2146.7,7
0506,2,0504,6,2,3,2,BA040*,BG040*,3,2066.6,10
0506,2,0508,6,2,3,1,BA080*,BG080*,3,2082.6,8
0507,1,0502,6,1,1,2,TP1,BS93,1,1922.4,10
0507,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0507,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0507,2,0509,6,2,1,2,BA5,BG01,1,2050.6,9
0507,2,0568,6,2,1,1,BA11,BG01,1,2114.6,7
0508,1,0502,6,1,1,2,TP1,BS93,1,1922.4,10
0508,1,0505,6,1,1,2,BA4,BS02,1,1970.5,12
0508,1,0509,6,1,1,2,BA6,BS02,1,1954.4,10
0508,1,0509,6,1,1,2,BA5,BS01,1,1954.4,11
0508,2,0504,6,2,3,2,BA040*,BG040*,3,2066.6,10
0508,2,0560,6,2,1,1,BA8,BG02,1,2098.6,8
0509,2,0560,6,2,1,1,BA7,BG01,1,2146.7,7
0509,2,0561,6,2,1,2,TP3,BG92,1,2050.6,8
0509,2,0566,6,2,1,1,TP4,BG91,1,2114.6,7
0509,2,0568,6,2,1,1,BA12,BG02,1,2146.7,7
0560,1,0501,6,1,1,1,BA2,BS02,1,1986.5,10
0560,1,0508,6,1,3,1,BA080*,BS080*,3,2018.5,9
0560,1,0560,6,1,1,1,BA8,BS02,1,2018.5,10
0560,2,0502,6,2,1,2,TP1,BG92,1,2002.5,10
0560,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0560,2,0505,6,2,1,2,BA3,BG01,1,2050.6,9
0560,2,0507,6,2,1,2,TP2,BG92,1,2018.5,10
0560,2,0508,6,2,3,1,BA08**,BG08**,3,2082.6,8
0560,2,0509,6,2,1,2,BA5,BG01,1,2050.6,9
0560,2,0564,6,2,1,2,BA9,BG01,1,2146.7,7
0560,2,0564,6,2,1,2,BA10,BG02,1,2130.7,7
0561,1,0501,6,1,1,1,BA1,BS01,1,1954.4,10
0561,1,0504,6,1,3,2,BA040*,BS040*,3,1986.5,10
0561,1,0560,6,1,1,1,BA8,BS02,1,2018.5,10
0561,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0561,2,0502,6,2,3,1,BA020*,BG020*,4,2066.6,8
0561,2,0564,6,2,1,2,BA9,BG01,1,2146.7,7
0562,2,0501,6,2,1,1,BA2,BG02,1,2034.5,9
0562,2,0505,6,2,1,2,BA4,BG02,1,2034.5,10
0562,2,0505,6,2,1,2,BA3,BG01,1,2050.6,9
0562,2,0560,6,2,1,1,BA7,BG01,1,2146.7,7
0563,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0563,2,0505,6,2,1,2,BA3,BG01,1,2050.6,9
0563,2,0560,6,2,1,1,BA7,BG01,1,2146.7,7
0564,1,0564,6,1,1,2,BA10,BS02,1,1890.4,13
0564,2,0505,6,2,1,2,BA3,BG01,1,2050.6,9
0564,2,0561,6,2,1,2,TP3,BG92,1,2050.6,8
0565,2,0568,6,2,1,1,BA12,BG02,1,2146.7,7
0566,1,0502,6,1,3,1,BA020*,BS020*,4,1986.5,10
0566,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0566,2,0502,6,2,3,1,BA02**,BG02**,4,2066.6,8
0566,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0566,2,0568,6,2,1,1,BA11,BG01,1,2114.6,7
0567,1,0508,6,1,3,1,BA080*,BS080*,3,2018.5,9
0567,1,0509,6,1,1,2,BA5,BS01,1,1954.4,11
0567,1,0561,6,1,1,2,TP3,BS93,1,1954.4,10
0567,2,0502,6,2,3,1,BA02**,BG02**,4,2066.6,8
0567,2,0509,6,2,1,2,BA5,BG01,1,2050.6,9
0568,2,0509,6,2,1,2,BA6,BG02,1,2002.5,9
0568,2,0561,6,2,1,2,TP3,BG92,1,2050.6,8
0569,2,0504,6,2,3,2,BA040*,BG040*,3,2066.6,10
0569,2,0509,6,2,1,2,BA5,BG01,1,2050.6,9
0569,2,0561,6,2,1,2,TP3,BG92,1,2050.6,8
0570,1,0509,6,1,1,2,BA6,BS02,1,1954.4,10
0570,2,0504,6,2,3,2,BA040*,BG040*,3,2066.6,10
0570,2,0505,6,2,1,2,BA4,BG02,1,2034.5,10
0570,2,0507,6,2,1,2,TP2,BG92,1,2018.5,10
0571,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0571,2,0560,6,2,1,1,BA7,BG01,1,2146.7,7
0571,2,0564,6,2,1,2,BA9,BG01,1,2146.7,7
0571,2,0568,6,2,1,1,BA11,BG01,1,2114.6,7
0602,1,0659,6,1,3,1,BA262,BS262,4,1794.2,12
0602,1,3005,6,1,1,1,BA*,BS**,1,1826.3,14
0604,1,0606,6,1,3,2,BAX01,BSX01,6,1800.6,12
0661,1,3005,6,1,1,2,BA*,BS**,1,1874.3,13
0662,1,0662,6,1,3,2,BA663,BS663,5,1835.9,12
0664,1,0659,6,1,3,1,BA262,BS262,4,1794.2,12
0811,2,0811,6,2,1,1,B11,BG11,1,2226.8,6
0812,2,0812,6,2,1,2,B12,BG12,1,2242.8,6
1253,1,1253,6,1,1,2,TP1,BS92,1,1970.5,13
2051,2,2051,6,2,1,2,TP1,BG55,1,2162.7,9
3005,1,3005,6,1,1,2,BA*,BS**,1,1874.3,13
3005,1,3005,6,1,1,1,BA*,BS**,1,1826.3,14
3024,2,3024,6,2,1,2,BA*,BG**,1,2082.6,8
3042,2,3042,6,2,1,1,BA*,BG**,1,1682.1,20
6044,1,6044,6,1,1,2,TP1,BS93,1,1634.0,20
6044,1,6044,6,1,1,1,BA*,BS**,1,1746.2,16
7452,1,7452,6,1,1,2,TP1,BS92,1,1634.0,21
7452,2,7452,6,2,1,2,TP1,BG91,1,2194.7,7
7456,2,7456,6,2,1,2,BA*,BG**,1,2194.7,6
7491,1,7491,6,1,1,1,BA*,BS**,1,2114.6,8
8150,1,8150,6,1,1,1,BA*,BS**,1,1810.3,10
8153,2,8153,6,2,1,2,TP1,BG93,1,1794.2,17
8156,1,8156,6,1,1,2,TP1,BS92,1,2082.6,8
8156,2,8156,6,2,1,2,TP1,BG91,1,2194.7,6
8201,2,8201,6,2,1,2,TP1,BG91,1,2114.6,8
4108,1,4108,12,1,1,2,TP1,BS55,1,1778.2,9
4109,1,4109,12,1,1,2,BA*,BS**,1,1762.2,13
4109,1,4109,12,1,1,1,BA*,BS**,1,1698.1,14
4136,1,4136,12,1,1,2,TP1,BS55,1,1730.2,12
4136,2,4136,12,2,1,1,BA*,BG**,1,1890.4,9
4154,2,4154,12,2,1,1,BA*,BG**,2,1906.4,11
9054,1,9054,12,1,1,1,BA*,BS**,1,1666.1,13
A310,1,9054,12,1,1,1,BA*,BS**,1,1666.1,13
A310,2,9054,12,2,1,1,BA*,BG**,1,1778.2,11
A321,1,9054,12,1,1,2,TP1,BS55,1,1570.0,15
A330,2,9054,12,2,1,2,TP1,BG56,1,1746.2,12
A330,2,9054,12,2,1,1,BA*,BG**,1,1778.2,11
A350,1,9054,12,1,1,1,BA*,BS**,1,1666.1,13
B310,1,3997,12,1,1,1,BA*,BS**,1,1634.0,15
B320,3,3997,12,3,1,2,TP1,BG55,1,1970.5,10
B320,3,3997,12,3,1,1,BA*,BG**,1,2002.5,10
B321,1,3997,12,1,1,2,TP1,BS55,1,1602.0,14
B321,1,3997,12,1,1,1,BA*,BS**,1,1634.0,15
B321,2,3997,12,2,1,2,TP1,BG55,1,1682.1,15
B350,2,3997,12,2,1,1,BA*,BG**,1,1746.2,12
B352,3,3997,12,3,1,2,TP1,BG55,1,1970.5,10
B360,1,3997,12,1,1,2,TP1,BS55,1,1602.0,14
B360,3,3997,12,3,1,1,BA*,BG**,1,2002.5,10
C310,1,4154,12,1,1,1,BA*,BS**,2,1842.3,10
C320,1,4154,12,1,1,2,TP1,BS55,2,1826.3,10
C321,1,4154,12,1,1,2,TP1,BS55,2,1826.3,10
0508,2,0504,1,2,4,2,BA306,BG314,2,2074.6,8
0509,2,4155,1,2,1,2,BA*,BG**,1,2242.8,6
0509,3,0506,1,3,4,2,BA301,BG301,2,2209.2,6
0509,3,0506,1,3,4,2,BA303,BG305,2,2210.8,6
0563,1,0502,1,1,1,1,TP1,BS55,1,2042.6,9
0563,1,0506,1,1,4,2,BA302,BS302,2,2050.6,9
0563,2,0502,1,2,1,1,TP1,BG56,1,2018.5,9
0563,3,0506,1,3,4,2,BA302,BG303,2,2212.4,6
0563,3,0506,1,3,4,2,BA301,BG301,2,2209.2,6
0564,1,0506,1,1,4,2,BA301,BS301,2,2034.5,9
0564,2,4155,1,2,1,1,BA*,BG**,1,2242.8,5
0602,2,0606,1,2,3,2,BAX06,BGX02,2,2390.2,5
0604,2,0606,1,2,3,2,BAX06,BGX02,2,2390.2,5
0604,2,0607,1,2,1,2,BA2,BG02,2,2306.9,6
0605,1,0607,1,1,1,2,BA2,BS02,2,1746.2,17
0605,2,0607,1,2,1,2,BA3,BG03,2,2322.9,6
0605,2,0607,1,2,1,2,BA2,BG02,2,2306.9,6
0608,1,0608,1,1,3,1,BAX01,BSX01,2,1803.9,16
0661,2,0606,1,2,3,1,BAX05,BGX01,2,2356.5,5
0663,1,0605,1,1,1,3,TP1,BS57,2,1826.3,16
